Date,Close
2014-08-25,75.77
2014-08-26,75.96
2014-08-27,76.16
2014-08-28,76.36
2014-08-29,82.09
2014-09-02,85.02
2014-09-03,85.39
2014-09-04,86.09
2014-09-05,87.88
2014-09-08,88.19
2014-09-09,88.41
2014-09-10,89.0
2014-09-11,89.07
2014-09-12,87.85
2014-09-15,86.71
2014-09-16,87.92
2014-09-17,87.74
2014-09-18,89.52
2014-09-19,89.1
2014-09-22,87.18
2014-09-23,87.56
2014-09-24,89.02
2014-09-25,86.46
2014-09-26,87.5
2014-09-29,87.11
2014-09-30,87.0
2014-10-01,85.54
2014-10-02,83.21
2014-10-03,83.47
2014-10-06,82.88
2014-10-07,81.03
2014-10-08,83.3
2014-10-09,80.6
2014-10-10,71.36
2014-10-13,69.04
2014-10-14,72.02
2014-10-15,72.55
2014-10-16,75.6
2014-10-17,77.15
2014-10-20,77.99
2014-10-21,82.38
2014-10-22,80.86
2014-10-23,81.38
2014-10-24,81.85
2014-10-27,81.57
2014-10-28,84.2
2014-10-29,84.88
2014-10-30,82.39
2014-10-31,86.25
2014-11-03,86.34
2014-11-04,85.36
2014-11-05,86.71
2014-11-06,87.63
2014-11-07,85.04
2014-11-10,85.91
2014-11-11,86.16
2014-11-12,87.05
2014-11-13,87.45
2014-11-14,89.02
2014-11-17,88.52
2014-11-18,91.41
2014-11-19,89.25
2014-11-20,89.93
2014-11-21,90.21
2014-11-24,91.14
2014-11-25,91.15
2014-11-26,93.78
2014-11-28,93.4
2014-12-01,90.95
2014-12-02,92.2
2014-12-03,95.13
2014-12-04,103.07
2014-12-05,103.99
2014-12-08,100.71
2014-12-09,102.64
2014-12-10,99.25
2014-12-11,100.55
2014-12-12,99.2
2014-12-15,98.21
2014-12-16,97.33
2014-12-17,98.99
2014-12-18,101.65
2014-12-19,100.15
2014-12-22,101.41
2014-12-23,100.78
2014-12-24,100.72
2014-12-26,100.62
2014-12-29,101.29
2014-12-30,100.85
2014-12-31,100.59
2015-01-02,100.09
2015-01-05,98.49
2015-01-06,96.25
2015-01-07,98.85
2015-01-08,103.79
2015-01-09,104.9
2015-01-12,103.16
2015-01-13,102.58
2015-01-14,103.39
2015-01-15,101.32
2015-01-16,103.82
2015-01-20,104.87
2015-01-21,105.38
2015-01-22,105.2
2015-01-23,106.98
2015-01-26,106.73
2015-01-27,104.79
2015-01-28,105.0
2015-01-29,106.53
2015-01-30,102.88
2015-02-02,102.42
2015-02-03,103.2
2015-02-04,104.8
2015-02-05,106.2
2015-02-06,104.74
2015-02-09,102.24
2015-02-10,107.04
2015-02-11,107.94
2015-02-12,109.7
2015-02-13,110.15
2015-02-17,110.87
2015-02-18,110.0
2015-02-19,110.9
2015-02-20,112.06
2015-02-23,112.85
2015-02-24,113.18
2015-02-25,112.68
2015-02-26,129.25
2015-02-27,127.62
2015-03-02,129.02
2015-03-03,128.22
2015-03-04,129.4
2015-03-05,130.57
2015-03-06,127.89
2015-03-09,127.12
2015-03-10,125.12
2015-03-11,124.66
2015-03-12,126.12
2015-03-13,125.0
2015-03-16,129.87
2015-03-17,129.1
2015-03-18,130.44
2015-03-19,132.04
2015-03-20,133.29
2015-03-23,134.44
2015-03-24,133.12
2015-03-25,124.43
2015-03-26,124.71
2015-03-27,128.21
2015-03-30,130.55
2015-03-31,126.98
2015-04-01,125.63
2015-04-02,125.02
2015-04-06,125.83
2015-04-07,125.65
2015-04-08,126.79
2015-04-09,127.22
2015-04-10,126.82
2015-04-13,125.35
2015-04-14,123.98
2015-04-15,125.9
2015-04-16,125.33
2015-04-17,121.85
2015-04-20,123.03
2015-04-21,123.1
2015-04-22,127.9
2015-04-23,124.07
2015-04-24,119.5
2015-04-27,120.15
2015-04-28,117.45
2015-04-29,117.03
2015-04-30,116.88
2015-05-01,122.8
2015-05-04,121.16
2015-05-05,116.79
2015-05-06,116.78
2015-05-07,122.48
2015-05-08,123.33
2015-05-11,122.81
2015-05-12,122.95
2015-05-13,123.13
2015-05-14,126.94
2015-05-15,127.87
2015-05-18,130.18
2015-05-19,129.47
2015-05-20,129.11
2015-05-21,129.59
2015-05-22,132.64
2015-05-26,131.3
2015-05-27,141.49
2015-05-28,142.38
2015-05-29,148.07
2015-06-01,146.62
2015-06-02,144.16
2015-06-03,143.06
2015-06-04,141.2
2015-06-05,143.81
2015-06-08,138.63
2015-06-09,140.21
2015-06-10,142.86
2015-06-11,141.99
2015-06-12,140.47
2015-06-15,143.12
2015-06-16,141.99
2015-06-17,140.69
2015-06-18,143.0
2015-06-19,142.89
2015-06-22,143.28
2015-06-23,141.64
2015-06-24,139.97
2015-06-25,139.23
2015-06-26,135.15
2015-06-29,132.01
2015-06-30,132.93
2015-07-01,135.5
2015-07-02,137.64
2015-07-06,134.2
2015-07-07,132.84
2015-07-08,128.05
2015-07-09,124.68
2015-07-10,129.84
2015-07-13,129.18
2015-07-14,132.3
2015-07-15,131.72
2015-07-16,134.7
2015-07-17,133.66
2015-07-20,134.64
2015-07-21,134.51
2015-07-22,129.59
2015-07-23,131.97
2015-07-24,128.48
2015-07-27,124.65
2015-07-28,128.42
2015-07-29,128.58
2015-07-30,127.65
2015-07-31,125.14
2015-08-03,125.8
2015-08-04,123.47
2015-08-05,124.75
2015-08-06,123.27
2015-08-07,122.55
2015-08-10,127.28
2015-08-11,124.21
2015-08-12,125.73
2015-08-13,124.19
2015-08-14,121.96
2015-08-17,125.52
2015-08-18,122.24
2015-08-19,121.45
2015-08-20,115.03
2015-08-21,111.45
2015-08-24,109.94
2015-08-25,108.51
2015-08-26,116.2
2015-08-27,126.26
2015-08-28,127.62
2015-08-31,125.97
2015-09-01,119.37
2015-09-02,124.04
2015-09-03,123.77
2015-09-04,121.15
2015-09-08,129.16
2015-09-09,127.17
2015-09-10,128.72
2015-09-11,131.08
2015-09-14,131.19
2015-09-15,134.38
2015-09-16,131.49
2015-09-17,130.61
2015-09-18,127.59
2015-09-21,127.26
2015-09-22,124.7
2015-09-23,125.54
2015-09-24,124.1
2015-09-25,126.74
2015-09-28,120.85
2015-09-29,119.67
2015-09-30,125.01
2015-10-01,122.14
2015-10-02,123.33
2015-10-05,121.22
2015-10-06,117.11
2015-10-07,118.64
2015-10-08,116.69
2015-10-09,116.91
2015-10-12,117.68
2015-10-13,113.42
2015-10-14,117.46
2015-10-15,121.87
2015-10-16,121.07
2015-10-19,118.96
2015-10-20,119.89
2015-10-21,120.5
2015-10-22,125.34
2015-10-23,129.58
2015-10-26,123.61
2015-10-27,121.49
2015-10-28,127.09
2015-10-29,120.09
2015-10-30,123.13
2015-11-02,123.8
2015-11-03,122.14
2015-11-04,124.11
2015-11-05,121.06
2015-11-06,129.67
2015-11-09,126.5
2015-11-10,119.86
2015-11-11,119.95
2015-11-12,119.85
2015-11-13,117.54
2015-11-16,121.47
2015-11-17,122.06
2015-11-18,125.92
2015-11-19,125.21
2015-11-20,126.4
2015-11-23,124.41
2015-11-24,128.34
2015-11-25,128.39
2015-11-27,130.04
2015-11-30,130.45
2015-12-01,132.89
2015-12-02,132.21
2015-12-03,144.78
2015-12-04,147.56
2015-12-07,148.83
2015-12-08,147.78
2015-12-09,145.65
2015-12-10,147.33
2015-12-11,144.42
2015-12-14,142.51
2015-12-15,143.27
2015-12-16,143.88
2015-12-17,140.48
2015-12-18,140.2
2015-12-21,145.8
2015-12-22,145.1
2015-12-23,146.51
2015-12-24,146.32
2015-12-28,146.35
2015-12-29,147.94
2015-12-30,147.37
2015-12-31,145.15
2016-01-04,142.28
2016-01-05,137.52
2016-01-06,133.29
2016-01-07,129.05
2016-01-08,128.2
2016-01-11,128.04
2016-01-12,129.92
2016-01-13,123.31
2016-01-14,125.19
2016-01-15,119.97
2016-01-19,120.07
2016-01-20,123.83
2016-01-21,124.53
2016-01-22,124.51
2016-01-25,124.49
2016-01-26,124.39
2016-01-27,122.35
2016-01-28,126.37
2016-01-29,133.71
2016-02-01,137.68
2016-02-02,133.24
2016-02-03,131.36
2016-02-04,136.12
2016-02-05,128.36
2016-02-08,121.86
2016-02-09,119.71
2016-02-10,119.2
2016-02-11,116.31
2016-02-12,121.66
2016-02-16,126.24
2016-02-17,130.68
2016-02-18,127.07
2016-02-19,128.67
2016-02-22,130.64
2016-02-23,128.16
2016-02-24,130.34
2016-02-25,132.47
2016-02-26,133.11
2016-02-29,133.97
2016-03-01,138.43
2016-03-02,136.97
2016-03-03,137.33
2016-03-04,146.06
2016-03-07,143.51
2016-03-08,139.63
2016-03-09,141.96
2016-03-10,144.42
2016-03-11,148.82
2016-03-14,148.14
2016-03-15,148.47
2016-03-16,148.63
2016-03-17,151.55
2016-03-18,152.49
2016-03-21,152.89
2016-03-22,154.76
2016-03-23,152.99
2016-03-24,153.0
2016-03-28,153.1
2016-03-29,154.13
2016-03-30,156.93
2016-03-31,154.5
2016-04-01,157.8
2016-04-04,156.01
2016-04-05,155.03
2016-04-06,157.54
2016-04-07,154.97
2016-04-08,156.15
2016-04-11,155.61
2016-04-12,155.43
2016-04-13,159.48
2016-04-14,158.82
2016-04-15,155.49
2016-04-18,155.9
2016-04-19,151.07
2016-04-20,153.23
2016-04-21,151.35
2016-04-22,150.33
2016-04-25,149.1
2016-04-26,150.76
2016-04-27,151.53
2016-04-28,147.99
2016-04-29,145.75
2016-05-02,146.08
2016-05-03,143.2
2016-05-04,142.07
2016-05-05,142.58
2016-05-06,141.89
2016-05-09,142.4
2016-05-10,144.61
2016-05-11,143.85
2016-05-12,141.04
2016-05-13,140.05
2016-05-16,142.65
2016-05-17,141.17
2016-05-18,143.88
2016-05-19,142.74
2016-05-20,146.73
2016-05-23,148.1
2016-05-24,151.42
2016-05-25,153.57
2016-05-26,153.02
2016-05-27,153.3
2016-05-31,154.36
2016-06-01,154.77
2016-06-02,154.91
2016-06-03,162.56
2016-06-06,162.84
2016-06-07,164.84
2016-06-08,163.7
2016-06-09,164.14
2016-06-10,160.82
2016-06-13,160.01
2016-06-14,158.99
2016-06-15,158.4
2016-06-16,158.63
2016-06-17,156.0
2016-06-20,156.93
2016-06-21,155.81
2016-06-22,155.14
2016-06-23,158.62
2016-06-24,148.72
2016-06-27,143.63
2016-06-28,149.77
2016-06-29,155.0
2016-06-30,155.4
2016-07-01,154.22
2016-07-05,150.76
2016-07-06,150.63
2016-07-07,150.99
2016-07-08,155.14
2016-07-11,157.36
2016-07-12,158.59
2016-07-13,157.41
2016-07-14,160.79
2016-07-15,161.16
2016-07-18,162.33
2016-07-19,160.53
2016-07-20,162.67
2016-07-21,160.41
2016-07-22,159.67
2016-07-25,159.78
2016-07-26,163.44
2016-07-27,165.66
2016-07-28,164.23
2016-07-29,161.98
2016-08-01,163.51
2016-08-02,162.89
2016-08-03,164.11
2016-08-04,166.99
2016-08-05,170.12
2016-08-08,168.35
2016-08-09,171.17
2016-08-10,171.85
2016-08-11,172.09
2016-08-12,172.47
2016-08-15,175.54
2016-08-16,172.4
2016-08-17,173.03
2016-08-18,173.93
2016-08-19,174.93
2016-08-22,175.93
2016-08-23,177.34
2016-08-24,175.3
2016-08-25,176.04
2016-08-26,177.16
2016-08-29,177.4
2016-08-30,177.0
2016-08-31,176.42
2016-09-01,177.09
2016-09-02,173.11
2016-09-06,171.1
2016-09-07,168.9
2016-09-08,168.38
2016-09-09,160.78
2016-09-12,164.48
2016-09-13,165.24
2016-09-14,169.61
2016-09-15,172.72
2016-09-16,171.24
2016-09-19,170.73
2016-09-20,168.23
2016-09-21,169.83
2016-09-22,168.84
2016-09-23,166.65
2016-09-26,166.69
2016-09-27,170.86
2016-09-28,170.7
2016-09-29,172.46
2016-09-30,172.52
2016-10-03,170.07
2016-10-04,169.05
2016-10-05,173.48
2016-10-06,174.19
2016-10-07,174.21
2016-10-10,174.77
2016-10-11,171.17
2016-10-12,170.47
2016-10-13,168.94
2016-10-14,170.09
2016-10-17,168.88
2016-10-18,172.17
2016-10-19,171.87
2016-10-20,173.41
2016-10-21,172.92
2016-10-24,176.55
2016-10-25,173.65
2016-10-26,173.0
2016-10-27,172.24
2016-10-28,169.35
2016-10-31,170.28
2016-11-01,168.8
2016-11-02,172.56
2016-11-03,172.99
2016-11-04,172.17
2016-11-07,176.96
2016-11-08,177.0
2016-11-09,173.42
2016-11-10,167.94
2016-11-11,167.54
2016-11-14,163.78
2016-11-15,166.45
2016-11-16,167.83
2016-11-17,167.04
2016-11-18,168.16
2016-11-21,172.58
2016-11-22,177.02
2016-11-23,177.08
2016-11-25,176.75
2016-11-28,174.65
2016-11-29,175.45
2016-11-30,170.49
2016-12-01,162.79
2016-12-02,164.22
2016-12-05,166.13
2016-12-06,164.76
2016-12-07,168.55
2016-12-08,170.71
2016-12-09,179.09
2016-12-12,178.16
2016-12-13,179.44
2016-12-14,177.62
2016-12-15,180.01
2016-12-16,178.42
2016-12-19,180.46
2016-12-20,182.07
2016-12-21,182.29
2016-12-22,180.6
2016-12-23,181.94
2016-12-27,182.31
2016-12-28,180.19
2016-12-29,179.87
2016-12-30,176.77
2017-01-03,178.34
2017-01-04,177.07
2017-01-05,174.28
2017-01-06,176.59
2017-01-09,176.97
2017-01-10,180.57
2017-01-11,179.42
2017-01-12,178.86
2017-01-13,180.45
2017-01-17,179.11
2017-01-18,185.02
2017-01-19,185.56
2017-01-20,191.08
2017-01-23,191.0
2017-01-24,197.75
2017-01-25,202.48
2017-01-26,204.17
2017-01-27,205.71
2017-01-30,203.22
2017-01-31,199.5
2017-02-01,203.69
2017-02-02,204.05
2017-02-03,206.16
2017-02-06,206.56
2017-02-07,205.91
2017-02-08,206.89
2017-02-09,205.34
2017-02-10,205.52
2017-02-13,206.71
2017-02-14,205.33
2017-02-15,205.99
2017-02-16,208.18
2017-02-17,210.41
2017-02-21,212.75
2017-02-22,214.16
2017-02-23,210.58
2017-02-24,210.37
2017-02-27,213.28
2017-02-28,210.93
2017-03-01,215.14
2017-03-02,217.29
2017-03-03,218.32
2017-03-06,217.94
2017-03-07,219.25
2017-03-08,219.63
2017-03-09,222.01
2017-03-10,226.35
2017-03-13,226.45
2017-03-14,224.35
2017-03-15,225.93
2017-03-16,222.36
2017-03-17,221.18
2017-03-20,221.24
2017-03-21,216.02
2017-03-22,217.42
2017-03-23,216.86
2017-03-24,218.97
2017-03-27,219.05
2017-03-28,220.95
2017-03-29,221.31
2017-03-30,220.04
2017-03-31,218.96
2017-04-03,218.8
2017-04-04,218.96
2017-04-05,217.13
2017-04-06,217.5
2017-04-07,218.25
2017-04-10,218.02
2017-04-11,217.55
2017-04-12,209.2
2017-04-13,211.32
2017-04-17,213.87
2017-04-18,213.1
2017-04-19,213.63
2017-04-20,218.21
2017-04-21,217.66
2017-04-24,221.24
2017-04-25,223.2
2017-04-26,221.68
2017-04-27,223.09
2017-04-28,220.81
2017-05-01,221.32
2017-05-02,225.45
2017-05-03,224.9
2017-05-04,223.4
2017-05-05,226.45
2017-05-08,225.08
2017-05-09,228.46
2017-05-10,231.33
2017-05-11,231.09
2017-05-12,235.96
2017-05-15,239.03
2017-05-16,240.68
2017-05-17,231.18
2017-05-18,237.66
2017-05-19,234.1
2017-05-22,238.38
2017-05-23,236.54
2017-05-24,239.6
2017-05-25,240.86
2017-05-26,241.21
2017-05-30,239.82
2017-05-31,239.48
2017-06-01,234.59
2017-06-02,254.53
2017-06-05,252.21
2017-06-06,253.86
2017-06-07,254.28
2017-06-08,254.95
2017-06-09,243.34
2017-06-12,242.67
2017-06-13,242.94
2017-06-14,240.54
2017-06-15,237.99
2017-06-16,236.25
2017-06-19,241.15
2017-06-20,239.99
2017-06-21,245.12
2017-06-22,244.04
2017-06-23,245.26
2017-06-26,242.75
2017-06-27,235.33
2017-06-28,241.05
2017-06-29,234.04
2017-06-30,233.05
2017-07-03,229.76
2017-07-05,231.61
2017-07-06,235.04
2017-07-07,239.62
2017-07-10,241.77
2017-07-11,240.89
2017-07-12,246.42
2017-07-13,247.31
2017-07-14,250.29
2017-07-17,249.02
2017-07-18,250.88
2017-07-19,254.4
2017-07-20,253.43
2017-07-21,253.11
2017-07-24,253.03
2017-07-25,254.3
2017-07-26,257.01
2017-07-27,250.95
2017-07-28,250.37
2017-07-31,246.66
2017-08-01,248.39
2017-08-02,253.36
2017-08-03,250.29
2017-08-04,249.17
2017-08-07,252.44
2017-08-08,251.36
2017-08-09,249.17
2017-08-10,240.71
2017-08-11,244.17
2017-08-14,250.91
2017-08-15,253.69
2017-08-16,253.42
2017-08-17,246.95
2017-08-18,249.37
2017-08-21,249.62
2017-08-22,255.19
2017-08-23,256.92
2017-08-24,255.05
2017-08-25,245.59
2017-08-28,243.25
2017-08-29,241.73
2017-08-30,246.02
2017-08-31,252.07
2017-09-01,252.73
2017-09-05,249.05
2017-09-06,249.38
2017-09-07,246.55
2017-09-08,244.11
2017-09-11,247.74
2017-09-12,247.14
2017-09-13,246.24
2017-09-14,246.95
2017-09-15,250.55
2017-09-18,249.82
2017-09-19,249.76
2017-09-20,242.91
2017-09-21,240.38
2017-09-22,239.24
2017-09-25,235.51
2017-09-26,237.27
2017-09-27,240.58
2017-09-28,242.94
2017-09-29,242.54
2017-10-02,240.47
2017-10-03,239.5
2017-10-04,242.0
2017-10-05,243.67
2017-10-06,245.74
2017-10-09,246.42
2017-10-10,245.99
2017-10-11,250.4
2017-10-12,248.74
2017-10-13,247.96
2017-10-16,246.67
2017-10-17,242.62
2017-10-18,244.0
2017-10-19,244.29
2017-10-20,244.24
2017-10-23,244.27
2017-10-24,247.68
2017-10-25,245.82
2017-10-26,243.76
2017-10-27,252.9
2017-10-30,261.23
2017-10-31,263.91
2017-11-01,259.29
2017-11-02,259.5
2017-11-03,273.63
2017-11-06,277.52
2017-11-07,271.32
2017-11-08,272.4
2017-11-09,265.64
2017-11-10,264.96
2017-11-13,265.01
2017-11-14,263.26
2017-11-15,265.6
2017-11-16,272.11
2017-11-17,271.86
2017-11-20,274.88
2017-11-21,276.59
2017-11-22,275.37
2017-11-24,282.38
2017-11-27,284.62
2017-11-28,277.4
2017-11-29,271.5
2017-11-30,277.94
2017-12-01,271.56
2017-12-04,263.61
2017-12-05,261.65
2017-12-06,263.89
2017-12-07,263.89
2017-12-08,259.91
2017-12-11,259.95
2017-12-12,258.7
2017-12-13,262.03
2017-12-14,259.34
2017-12-15,265.73
2017-12-18,264.39
2017-12-19,263.7
2017-12-20,265.64
2017-12-21,261.53
2017-12-22,262.35
2017-12-26,258.1
2017-12-27,259.12
2017-12-28,260.42
2017-12-29,256.9
2018-01-02,267.01
2018-01-03,269.93
2018-01-04,270.02
2018-01-05,271.62
2018-01-08,272.27
2018-01-09,268.5
2018-01-10,262.83
2018-01-11,263.5
2018-01-12,264.29
2018-01-16,263.25
2018-01-17,265.81
2018-01-18,269.8
2018-01-19,266.39
2018-01-22,262.11
2018-01-23,262.9
2018-01-24,256.86
2018-01-25,247.29
2018-01-26,250.79
2018-01-29,245.47
2018-01-30,240.98
2018-01-31,248.03
2018-02-01,238.79
2018-02-02,235.48
2018-02-05,228.1
2018-02-06,240.38
2018-02-07,237.38
2018-02-08,229.57
2018-02-09,235.5
2018-02-12,244.4
2018-02-13,245.86
2018-02-14,247.66
2018-02-15,251.83
2018-02-16,248.89
2018-02-20,249.62
2018-02-21,248.62
2018-02-22,249.35
2018-02-23,253.71
2018-02-26,252.95
2018-02-27,251.81
2018-02-28,246.46
2018-03-01,243.31
2018-03-02,250.87
2018-03-05,246.98
2018-03-06,250.96
2018-03-07,247.05
2018-03-08,246.95
2018-03-09,253.78
2018-03-12,262.84
2018-03-13,261.22
2018-03-14,260.59
2018-03-15,267.76
2018-03-16,254.87
2018-03-19,244.95
2018-03-20,242.36
2018-03-21,246.0
2018-03-22,243.57
2018-03-23,242.48
2018-03-26,247.73
2018-03-27,244.37
2018-03-28,236.68
2018-03-29,235.65
2018-04-02,227.68
2018-04-03,236.78
2018-04-04,236.99
2018-04-05,236.31
2018-04-06,228.87
2018-04-09,234.74
2018-04-10,239.75
2018-04-11,240.32
2018-04-12,239.43
2018-04-13,246.94
2018-04-16,249.37
2018-04-17,251.74
2018-04-18,249.59
2018-04-19,242.86
2018-04-20,237.12
2018-04-23,233.45
2018-04-24,228.39
2018-04-25,229.0
2018-04-26,230.42
2018-04-27,232.78
2018-04-30,229.42
2018-05-01,230.38
2018-05-02,228.74
2018-05-03,225.25
2018-05-04,230.52
2018-05-07,235.97
2018-05-08,238.85
2018-05-09,238.05
2018-05-10,243.51
2018-05-11,243.38
2018-05-14,244.76
2018-05-15,241.58
2018-05-16,240.51
2018-05-17,239.45
2018-05-18,235.99
2018-05-21,239.05
2018-05-22,238.49
2018-05-23,240.56
2018-05-24,243.53
2018-05-25,250.03
2018-05-29,249.69
2018-05-30,249.4
2018-05-31,252.07
2018-06-01,256.34
2018-06-04,258.37
2018-06-05,259.26
2018-06-06,263.52
2018-06-07,264.68
2018-06-08,257.97
2018-06-11,260.83
2018-06-12,261.43
2018-06-13,263.58
2018-06-14,268.46
2018-06-15,270.23
2018-06-18,264.5
2018-06-19,260.95
2018-06-20,261.22
2018-06-21,259.65
2018-06-22,259.71
2018-06-25,252.42
2018-06-26,251.54
2018-06-27,247.11
2018-06-28,244.9
2018-06-29,242.64
2018-07-02,242.05
2018-07-03,239.29
2018-07-05,245.4
2018-07-06,247.68
2018-07-09,247.43
2018-07-10,250.56
2018-07-11,243.44
2018-07-12,209.98
2018-07-13,202.46
2018-07-16,203.25
2018-07-17,208.31
2018-07-18,208.78
2018-07-19,210.37
2018-07-20,210.33
2018-07-23,216.72
2018-07-24,217.34
2018-07-25,225.97
2018-07-26,223.18
2018-07-27,221.05
2018-07-30,225.19
2018-07-31,221.77
2018-08-01,216.8
2018-08-02,216.35
2018-08-03,217.81
2018-08-06,216.95
2018-08-07,220.31
2018-08-08,219.46
2018-08-09,216.58
2018-08-10,212.23
2018-08-13,211.08
2018-08-14,207.3
2018-08-15,206.58
2018-08-16,208.69
2018-08-17,209.27
2018-08-20,206.72
2018-08-21,210.51
2018-08-22,207.54
2018-08-23,205.59
2018-08-24,209.0
2018-08-27,212.97
2018-08-28,214.43
2018-08-29,214.99
2018-08-30,216.65
2018-08-31,219.03
2018-09-04,219.43
2018-09-05,221.42
2018-09-06,215.97
2018-09-07,232.58
2018-09-10,240.61
2018-09-11,232.55
2018-09-12,229.89
2018-09-13,235.42
2018-09-14,236.34
2018-09-17,234.83
2018-09-18,239.73
2018-09-19,241.79
2018-09-20,244.93
2018-09-21,248.1
2018-09-24,249.45
2018-09-25,247.65
2018-09-26,245.43
2018-09-27,246.45
2018-09-28,246.73
2018-10-01,249.51
2018-10-02,248.1
2018-10-03,249.42
2018-10-04,248.17
2018-10-05,244.23
2018-10-08,241.37
2018-10-09,244.7
2018-10-10,231.83
2018-10-11,228.9
2018-10-12,232.95
2018-10-15,232.47
2018-10-16,238.32
2018-10-17,237.17
2018-10-18,228.02
2018-10-19,228.28
2018-10-22,228.62
2018-10-23,229.05
2018-10-24,218.71
2018-10-25,222.24
2018-10-26,213.15
2018-10-29,211.5
2018-10-30,221.01
2018-10-31,223.49
2018-11-01,229.88
2018-11-02,220.77
2018-11-05,220.09
2018-11-06,228.25
2018-11-07,234.4
2018-11-08,240.25
2018-11-09,238.99
2018-11-12,223.63
2018-11-13,224.83
2018-11-14,226.2
2018-11-15,236.34
2018-11-16,237.61
2018-11-19,229.13
2018-11-20,227.71
2018-11-21,230.0
2018-11-23,229.9
2018-11-26,235.31
2018-11-27,235.83
2018-11-28,235.22
2018-11-29,235.78
2018-11-30,237.41
2018-12-03,242.07
2018-12-04,232.04
2018-12-06,227.24
2018-12-07,228.56
2018-12-10,239.25
2018-12-11,246.84
2018-12-12,254.98
2018-12-13,258.3
2018-12-14,254.83
2018-12-17,254.13
2018-12-18,249.67
2018-12-19,243.89
2018-12-20,241.89
2018-12-21,244.91
2018-12-24,233.8
2018-12-26,248.14
2018-12-27,250.85
2018-12-28,253.59
2018-12-31,254.28
2019-01-02,253.51
2019-01-03,230.96
2019-01-04,233.23
2019-01-07,237.98
2019-01-08,236.07
2019-01-09,246.28
2019-01-10,249.52
2019-01-11,250.57
2019-01-14,250.87
2019-01-15,256.49
2019-01-16,251.7
2019-01-17,255.33
2019-01-18,260.82
2019-01-22,258.29
2019-01-23,257.52
2019-01-24,263.55
2019-01-25,267.94
2019-01-28,267.62
2019-01-29,266.32
2019-01-30,270.82
2019-01-31,268.25
2019-02-01,266.81
2019-02-04,272.12
2019-02-05,270.0
2019-02-06,276.21
2019-02-07,269.09
2019-02-08,274.06
2019-02-11,275.72
2019-02-12,279.39
2019-02-13,281.32
2019-02-14,281.5
2019-02-15,281.93
2019-02-19,281.66
2019-02-20,283.42
2019-02-21,280.94
2019-02-22,276.5
2019-02-25,278.6
2019-02-26,275.0
2019-02-27,271.49
2019-02-28,275.36
2019-03-01,272.75
2019-03-04,274.89
2019-03-05,277.01
2019-03-06,271.35
2019-03-07,265.51
2019-03-08,264.19
2019-03-11,269.06
2019-03-12,269.63
2019-03-13,271.21
2019-03-14,268.2
2019-03-15,290.29
2019-03-18,293.84
2019-03-19,299.31
2019-03-20,291.03
2019-03-21,296.8
2019-03-22,292.65
2019-03-25,292.16
2019-03-26,297.03
2019-03-27,295.97
2019-03-28,299.07
2019-03-29,300.71
2019-04-01,305.79
2019-04-02,303.05
2019-04-03,304.2
2019-04-04,302.0
2019-04-05,304.28
2019-04-08,304.48
2019-04-09,303.45
2019-04-10,307.51
2019-04-11,309.41
2019-04-12,317.03
2019-04-15,316.4
2019-04-16,318.5
2019-04-17,320.53
2019-04-18,318.62
2019-04-22,315.0
2019-04-23,315.64
2019-04-24,314.33
2019-04-25,311.82
2019-04-26,310.41
2019-04-29,312.72
2019-04-30,318.4
2019-05-01,318.9
2019-05-02,315.82
2019-05-03,315.71
2019-05-06,311.57
2019-05-07,307.29
2019-05-08,303.39
2019-05-09,304.06
2019-05-10,303.96
2019-05-13,293.38
2019-05-14,302.0
2019-05-15,304.37
2019-05-16,297.29
2019-05-17,289.89
2019-05-20,272.59
2019-05-21,275.33
2019-05-22,269.22
2019-05-23,260.09
2019-05-24,255.94
2019-05-28,254.48
2019-05-29,254.12
2019-05-30,256.62
2019-05-31,251.64
2019-06-03,253.18
2019-06-04,265.7
2019-06-05,265.72
2019-06-06,272.79
2019-06-07,274.87
2019-06-10,280.21
2019-06-11,283.48
2019-06-12,279.73
2019-06-13,281.61
2019-06-14,265.93
2019-06-17,265.97
2019-06-18,278.05
2019-06-19,277.49
2019-06-20,279.05
2019-06-21,273.99
2019-06-24,279.2
2019-06-25,276.51
2019-06-26,281.44
2019-06-27,285.71
2019-06-28,287.86
2019-07-01,300.35
2019-07-02,295.33
2019-07-03,284.89
2019-07-05,282.66
2019-07-08,274.96
2019-07-09,275.53
2019-07-10,274.5
2019-07-11,276.06
2019-07-12,285.39
2019-07-15,288.34
2019-07-16,284.13
2019-07-17,285.08
2019-07-18,289.78
2019-07-19,290.0
2019-07-22,296.15
2019-07-23,300.78
2019-07-24,303.77
2019-07-25,300.39
2019-07-26,300.92
2019-07-29,301.74
2019-07-30,299.56
2019-07-31,289.99
2019-08-01,285.34
2019-08-02,278.53
2019-08-05,267.66
2019-08-06,266.44
2019-08-07,270.05
2019-08-08,270.98
2019-08-09,275.73
2019-08-12,275.64
2019-08-13,283.7
2019-08-14,271.56
2019-08-15,268.64
2019-08-16,273.78
2019-08-19,278.78
2019-08-20,280.37
2019-08-21,287.5
2019-08-22,287.62
2019-08-23,272.13
2019-08-26,277.22
2019-08-27,275.57
2019-08-28,276.06
2019-08-29,283.37
2019-08-30,282.64
2019-09-03,274.05
2019-09-04,283.02
2019-09-05,291.02
2019-09-06,291.91
2019-09-09,292.61
2019-09-10,294.44
2019-09-11,298.01
2019-09-12,300.58
