Date,Close
2012-01-19,12.61
2012-01-20,12.59
2012-01-23,12.66
2012-01-24,12.82
2012-01-25,12.93
2012-01-26,12.79
2012-01-27,12.21
2012-01-30,12.29
2012-01-31,12.42
2012-02-01,12.33
2012-02-02,12.26
2012-02-03,12.79
2012-02-06,12.96
2012-02-07,12.88
2012-02-08,12.84
2012-02-09,12.69
2012-02-10,12.44
2012-02-13,12.54
2012-02-14,12.48
2012-02-15,12.38
2012-02-16,12.74
2012-02-17,12.75
2012-02-21,12.53
2012-02-22,12.28
2012-02-23,12.4
2012-02-24,12.23
2012-02-27,12.3
2012-02-28,12.25
2012-02-29,12.38
2012-03-01,12.66
2012-03-02,12.72
2012-03-05,12.46
2012-03-06,12.09
2012-03-07,12.24
2012-03-08,12.46
2012-03-09,12.58
2012-03-12,12.43
2012-03-13,12.7
2012-03-14,12.88
2012-03-15,12.9
2012-03-16,12.51
2012-03-19,12.63
2012-03-20,12.54
2012-03-21,12.57
2012-03-22,12.32
2012-03-23,12.32
2012-03-26,12.48
2012-03-27,12.32
2012-03-28,12.32
2012-03-29,12.5
2012-03-30,12.48
2012-04-02,12.62
2012-04-03,12.64
2012-04-04,12.51
2012-04-05,12.47
2012-04-09,12.22
2012-04-10,11.79
2012-04-11,11.91
2012-04-12,12.07
2012-04-13,11.92
2012-04-16,11.88
2012-04-17,11.91
2012-04-18,11.79
2012-04-19,11.66
2012-04-20,11.41
2012-04-23,11.35
2012-04-24,11.39
2012-04-25,11.73
2012-04-26,11.87
2012-04-27,11.6
2012-04-30,11.28
2012-05-01,11.23
2012-05-02,11.1
2012-05-03,10.92
2012-05-04,10.67
2012-05-07,10.66
2012-05-08,10.61
2012-05-09,10.69
2012-05-10,10.71
2012-05-11,10.58
2012-05-14,10.32
2012-05-15,10.15
2012-05-16,10.16
2012-05-17,10.01
2012-05-18,10.01
2012-05-21,10.2
2012-05-22,10.19
2012-05-23,10.41
2012-05-24,10.59
2012-05-25,10.6
2012-05-29,10.84
2012-05-30,10.66
2012-05-31,10.56
2012-06-01,10.12
2012-06-04,10.04
2012-06-05,10.19
2012-06-06,10.57
2012-06-07,10.55
2012-06-08,10.66
2012-06-11,10.45
2012-06-12,10.5
2012-06-13,10.3
2012-06-14,10.41
2012-06-15,10.35
2012-06-18,10.34
2012-06-19,10.56
2012-06-20,10.65
2012-06-21,10.27
2012-06-22,10.19
2012-06-25,10.01
2012-06-26,10.01
2012-06-27,10.02
2012-06-28,10.09
2012-06-29,9.59
2012-07-02,9.39
2012-07-03,9.6
2012-07-05,9.57
2012-07-06,9.5
2012-07-09,9.45
2012-07-10,9.35
2012-07-11,9.33
2012-07-12,9.13
2012-07-13,9.27
2012-07-16,9.26
2012-07-17,9.34
2012-07-18,9.38
2012-07-19,9.35
2012-07-20,9.21
2012-07-23,9.17
2012-07-24,9.06
2012-07-25,8.97
2012-07-26,8.96
2012-07-27,9.0
2012-07-30,9.1
2012-07-31,9.24
2012-08-01,9.04
2012-08-02,8.92
2012-08-03,9.09
2012-08-06,9.15
2012-08-07,9.31
2012-08-08,9.35
2012-08-09,9.34
2012-08-10,9.35
2012-08-13,9.4
2012-08-14,9.44
2012-08-15,9.49
2012-08-16,9.59
2012-08-17,9.63
2012-08-20,9.63
2012-08-21,9.53
2012-08-22,9.49
2012-08-23,9.45
2012-08-24,9.49
2012-08-27,9.39
2012-08-28,9.34
2012-08-29,9.32
2012-08-30,9.31
2012-08-31,9.34
2012-09-04,9.41
2012-09-05,9.57
2012-09-06,9.92
2012-09-07,10.14
2012-09-10,10.11
2012-09-11,10.15
2012-09-12,10.21
2012-09-13,10.34
2012-09-14,10.53
2012-09-17,10.39
2012-09-18,10.42
2012-09-19,10.59
2012-09-20,10.44
2012-09-21,10.4
2012-09-24,10.32
2012-09-25,10.09
2012-09-26,10.01
2012-09-27,10.02
2012-09-28,9.86
2012-10-01,9.93
2012-10-02,9.79
2012-10-03,9.94
2012-10-04,10.11
2012-10-05,10.16
2012-10-08,10.05
2012-10-09,10.1
2012-10-10,9.98
2012-10-11,10.14
2012-10-12,10.12
2012-10-15,10.22
2012-10-16,10.3
2012-10-17,10.41
2012-10-18,10.43
2012-10-19,10.18
2012-10-22,10.17
2012-10-23,10.0
2012-10-24,10.17
2012-10-25,10.39
2012-10-26,10.36
2012-10-31,11.16
2012-11-01,11.25
2012-11-02,11.17
2012-11-05,11.25
2012-11-06,11.42
2012-11-07,11.06
2012-11-08,10.9
2012-11-09,10.93
2012-11-12,10.97
2012-11-13,11.0
2012-11-14,10.67
2012-11-15,10.57
2012-11-16,10.5
2012-11-19,10.83
2012-11-20,10.85
2012-11-21,10.92
2012-11-23,11.1
2012-11-26,11.11
2012-11-27,11.1
2012-11-28,11.25
2012-11-29,11.53
2012-11-30,11.45
2012-12-03,11.41
2012-12-04,11.31
2012-12-05,11.31
2012-12-06,11.24
2012-12-07,11.48
2012-12-10,11.47
2012-12-11,11.49
2012-12-12,11.47
2012-12-13,11.27
2012-12-14,11.1
2012-12-17,11.39
2012-12-18,11.67
2012-12-19,11.73
2012-12-20,11.77
2012-12-21,11.86
2012-12-24,12.4
2012-12-26,12.79
2012-12-27,12.76
2012-12-28,12.87
2012-12-31,12.95
2013-01-02,13.2
2013-01-03,13.46
2013-01-04,13.57
2013-01-07,13.43
2013-01-08,13.35
2013-01-09,13.47
2013-01-10,13.83
2013-01-11,14.0
2013-01-14,13.99
2013-01-15,14.3
2013-01-16,14.22
2013-01-17,14.22
2013-01-18,14.11
2013-01-22,14.17
2013-01-23,13.88
2013-01-24,13.87
2013-01-25,13.68
2013-01-28,13.78
2013-01-29,13.14
2013-01-30,12.93
2013-01-31,12.95
2013-02-01,13.02
2013-02-04,12.88
2013-02-05,13.18
2013-02-06,13.2
2013-02-07,13.07
2013-02-08,13.1
2013-02-11,13.11
2013-02-12,13.08
2013-02-13,13.04
2013-02-14,13.11
2013-02-15,13.02
2013-02-19,12.99
2013-02-20,12.6
2013-02-21,12.39
2013-02-22,12.48
2013-02-25,12.13
2013-02-26,12.34
2013-02-27,12.76
2013-02-28,12.61
2013-03-01,12.61
2013-03-04,12.75
2013-03-05,12.87
2013-03-06,12.89
2013-03-07,12.83
2013-03-08,12.98
2013-03-11,13.34
2013-03-12,13.39
2013-03-13,13.4
2013-03-14,13.43
2013-03-15,13.45
2013-03-18,13.26
2013-03-19,13.16
2013-03-20,13.36
2013-03-21,13.26
2013-03-22,13.26
2013-03-25,13.29
2013-03-26,13.31
2013-03-27,13.22
2013-03-28,13.15
2013-04-01,12.9
2013-04-02,13.01
2013-04-03,12.68
2013-04-04,12.65
2013-04-05,12.44
2013-04-08,12.78
2013-04-09,12.8
2013-04-10,13.12
2013-04-11,13.55
2013-04-12,13.53
2013-04-15,12.95
2013-04-16,13.12
2013-04-17,12.93
2013-04-18,12.75
2013-04-19,12.93
2013-04-22,13.06
2013-04-23,13.36
2013-04-24,13.33
2013-04-25,13.47
2013-04-26,13.67
2013-04-29,13.66
2013-04-30,13.71
2013-05-01,13.38
2013-05-02,13.41
2013-05-03,13.83
2013-05-06,14.09
2013-05-07,14.19
2013-05-08,14.21
2013-05-09,14.2
2013-05-10,14.11
2013-05-13,14.01
2013-05-14,14.27
2013-05-15,14.67
2013-05-16,14.64
2013-05-17,15.08
2013-05-20,15.05
2013-05-21,14.95
2013-05-22,14.97
2013-05-23,14.81
2013-05-24,14.79
2013-05-28,15.28
2013-05-29,15.63
2013-05-30,15.9
2013-05-31,15.68
2013-06-03,15.89
2013-06-04,15.78
2013-06-05,15.25
2013-06-06,15.44
2013-06-07,15.73
2013-06-10,15.71
2013-06-11,15.51
2013-06-12,15.37
2013-06-13,15.58
2013-06-14,15.37
2013-06-17,15.55
2013-06-18,15.65
2013-06-19,15.32
2013-06-20,14.82
2013-06-21,15.0
2013-06-24,14.67
2013-06-25,14.97
2013-06-26,15.29
2013-06-27,15.65
2013-06-28,15.47
2013-07-01,15.74
2013-07-02,16.18
2013-07-03,16.43
2013-07-05,16.7
2013-07-08,16.81
2013-07-09,16.84
2013-07-10,16.72
2013-07-11,16.98
2013-07-12,17.11
2013-07-15,17.12
2013-07-16,16.6
2013-07-17,16.78
2013-07-18,16.93
2013-07-19,16.76
2013-07-22,17.04
2013-07-23,16.94
2013-07-24,17.37
2013-07-25,16.96
2013-07-26,17.02
2013-07-29,17.08
2013-07-30,17.08
2013-07-31,16.88
2013-08-01,17.19
2013-08-02,17.5
2013-08-05,17.19
2013-08-06,17.03
2013-08-07,16.77
2013-08-08,16.98
2013-08-09,17.02
2013-08-12,17.07
2013-08-13,17.06
2013-08-14,16.89
2013-08-15,16.43
2013-08-16,16.3
2013-08-19,16.12
2013-08-20,16.31
2013-08-21,16.25
2013-08-22,16.41
2013-08-23,16.45
2013-08-26,16.41
2013-08-27,15.88
2013-08-28,16.02
2013-08-29,16.5
2013-08-30,16.19
2013-09-03,16.34
2013-09-04,16.91
2013-09-05,17.3
2013-09-06,17.0
2013-09-09,17.31
2013-09-10,17.55
2013-09-11,17.54
2013-09-12,17.39
2013-09-13,17.35
2013-09-16,17.35
2013-09-17,17.44
2013-09-18,17.63
2013-09-19,17.66
2013-09-20,17.39
2013-09-23,17.2
2013-09-24,17.26
2013-09-25,17.19
2013-09-26,17.27
2013-09-27,17.05
2013-09-30,16.87
2013-10-01,17.19
2013-10-02,17.21
2013-10-03,16.95
2013-10-04,17.09
2013-10-07,16.81
2013-10-08,16.5
2013-10-09,16.62
2013-10-10,16.93
2013-10-11,17.11
2013-10-14,17.18
2013-10-15,16.97
2013-10-16,17.29
2013-10-17,17.46
2013-10-18,17.53
2013-10-21,17.5
2013-10-22,17.6
2013-10-23,17.52
2013-10-24,17.76
2013-10-25,17.6
2013-10-28,17.57
2013-10-29,17.61
2013-10-30,17.34
2013-10-31,17.11
2013-11-01,16.89
2013-11-04,17.0
2013-11-05,17.09
2013-11-06,16.91
2013-11-07,16.55
2013-11-08,16.85
2013-11-11,16.89
2013-11-12,16.72
2013-11-13,17.1
2013-11-14,17.09
2013-11-15,17.07
2013-11-18,16.98
2013-11-19,16.87
2013-11-20,16.92
2013-11-21,17.09
2013-11-22,17.01
2013-11-25,16.94
2013-11-26,16.87
2013-11-27,17.03
2013-11-29,17.08
2013-12-02,17.06
2013-12-03,16.56
2013-12-04,16.62
2013-12-05,16.74
2013-12-06,16.7
2013-12-09,16.56
2013-12-10,16.53
2013-12-11,16.41
2013-12-12,16.39
2013-12-13,16.59
2013-12-16,16.86
2013-12-17,16.7
2013-12-18,15.65
2013-12-19,15.3
2013-12-20,15.42
2013-12-23,15.15
2013-12-24,15.19
2013-12-26,15.33
2013-12-27,15.3
2013-12-30,15.28
2013-12-31,15.43
2014-01-02,15.44
2014-01-03,15.51
2014-01-06,15.58
2014-01-07,15.38
2014-01-08,15.54
2014-01-09,15.84
2014-01-10,16.07
2014-01-13,16.11
2014-01-14,16.4
2014-01-15,16.7
2014-01-16,16.73
2014-01-17,16.52
2014-01-21,16.41
2014-01-22,16.55
2014-01-23,16.43
2014-01-24,15.83
2014-01-27,15.71
2014-01-28,15.72
2014-01-29,15.26
2014-01-30,15.25
2014-01-31,14.96
2014-02-03,14.55
2014-02-04,14.87
2014-02-05,14.73
2014-02-06,14.85
2014-02-07,14.97
2014-02-10,14.84
2014-02-11,14.96
2014-02-12,15.0
2014-02-13,15.08
2014-02-14,15.24
2014-02-18,15.39
2014-02-19,15.25
2014-02-20,15.27
2014-02-21,15.16
2014-02-24,15.18
2014-02-25,15.15
2014-02-26,15.26
2014-02-27,15.39
2014-02-28,15.39
2014-03-03,15.2
2014-03-04,15.37
2014-03-05,15.63
2014-03-06,15.67
2014-03-07,15.62
2014-03-10,15.51
2014-03-11,15.3
2014-03-12,15.4
2014-03-13,15.18
2014-03-14,15.08
2014-03-17,15.28
2014-03-18,15.49
2014-03-19,15.48
2014-03-20,15.55
2014-03-21,15.47
2014-03-24,15.39
2014-03-25,15.33
2014-03-26,15.25
2014-03-27,15.25
2014-03-28,15.45
2014-03-31,15.6
2014-04-01,16.32
2014-04-02,16.46
2014-04-03,16.39
2014-04-04,16.13
2014-04-07,15.94
2014-04-08,16.1
2014-04-09,15.84
2014-04-10,15.63
2014-04-11,15.63
2014-04-14,15.7
2014-04-15,15.84
2014-04-16,16.07
2014-04-17,16.0
2014-04-21,15.98
2014-04-22,16.1
2014-04-23,16.23
2014-04-24,16.32
2014-04-25,15.78
2014-04-28,15.97
2014-04-29,16.12
2014-04-30,16.15
2014-05-01,15.91
2014-05-02,15.9
2014-05-05,15.74
2014-05-06,15.56
2014-05-07,15.46
2014-05-08,15.81
2014-05-09,15.77
2014-05-12,15.84
2014-05-13,15.86
2014-05-14,15.75
2014-05-15,15.69
2014-05-16,15.76
2014-05-19,15.92
2014-05-20,15.77
2014-05-21,15.91
2014-05-22,15.91
2014-05-23,16.02
2014-05-27,16.16
2014-05-28,16.31
2014-05-29,16.54
2014-05-30,16.44
2014-06-02,16.44
2014-06-03,16.55
2014-06-04,16.79
2014-06-05,16.68
2014-06-06,17.08
2014-06-09,17.0
2014-06-10,17.01
2014-06-11,16.9
2014-06-12,16.52
2014-06-13,16.56
2014-06-16,16.63
2014-06-17,16.79
2014-06-18,16.83
2014-06-19,16.78
2014-06-20,16.67
2014-06-23,16.88
2014-06-24,16.97
2014-06-25,17.2
2014-06-26,17.2
2014-06-27,17.28
2014-06-30,17.24
2014-07-01,17.21
2014-07-02,17.22
2014-07-03,17.32
2014-07-07,17.32
2014-07-08,17.11
2014-07-09,17.43
2014-07-10,17.3
2014-07-11,17.47
2014-07-14,17.55
2014-07-15,17.54
2014-07-16,17.8
2014-07-17,17.74
2014-07-18,17.72
2014-07-21,17.7
2014-07-22,17.82
2014-07-23,17.78
2014-07-24,17.84
2014-07-25,17.62
2014-07-28,17.64
2014-07-29,17.57
2014-07-30,17.46
2014-07-31,17.02
2014-08-01,16.81
2014-08-04,17.02
2014-08-05,16.87
2014-08-06,16.98
2014-08-07,16.82
2014-08-08,17.09
2014-08-11,17.17
2014-08-12,17.21
2014-08-13,17.42
2014-08-14,17.43
2014-08-15,17.31
2014-08-18,17.43
2014-08-19,17.36
2014-08-20,17.41
2014-08-21,17.4
2014-08-22,17.17
2014-08-25,17.23
2014-08-26,17.19
2014-08-27,17.36
2014-08-28,17.42
2014-08-29,17.41
2014-09-02,17.6
2014-09-03,17.47
2014-09-04,17.27
2014-09-05,17.14
2014-09-08,16.8
2014-09-09,16.63
2014-09-10,16.63
2014-09-11,16.66
2014-09-12,16.59
2014-09-15,16.47
2014-09-16,16.52
2014-09-17,16.53
2014-09-18,16.58
2014-09-19,16.65
2014-09-22,16.36
2014-09-23,16.17
2014-09-24,16.41
2014-09-25,16.2
2014-09-26,16.33
2014-09-29,15.11
2014-09-30,14.79
2014-10-01,14.59
2014-10-02,14.56
2014-10-03,14.59
2014-10-06,14.52
2014-10-07,14.1
2014-10-08,14.21
2014-10-09,13.84
2014-10-10,13.79
2014-10-13,13.54
2014-10-14,13.78
2014-10-15,13.62
2014-10-16,13.98
2014-10-17,14.02
2014-10-20,14.17
2014-10-21,14.26
2014-10-22,14.13
2014-10-23,14.4
2014-10-24,13.78
2014-10-27,13.82
2014-10-28,14.16
2014-10-29,13.91
2014-10-30,13.95
2014-10-31,14.09
2014-11-03,13.99
2014-11-04,13.95
2014-11-05,13.94
2014-11-06,14.19
2014-11-07,14.17
2014-11-10,14.0
2014-11-11,14.37
2014-11-12,14.58
2014-11-13,14.93
2014-11-14,15.14
2014-11-17,15.54
2014-11-18,15.5
2014-11-19,15.44
2014-11-20,15.46
2014-11-21,15.43
2014-11-24,15.67
2014-11-25,15.68
2014-11-26,15.61
2014-11-28,15.73
2014-12-01,15.77
2014-12-02,15.9
2014-12-03,16.01
2014-12-04,15.81
2014-12-05,15.7
2014-12-08,15.43
2014-12-09,15.43
2014-12-10,15.16
2014-12-11,15.28
2014-12-12,14.99
2014-12-15,14.28
2014-12-16,14.09
2014-12-17,14.45
2014-12-18,14.81
2014-12-19,15.03
2014-12-22,15.22
2014-12-23,15.33
2014-12-24,15.3
2014-12-26,15.45
2014-12-29,15.52
2014-12-30,15.5
2014-12-31,15.5
2015-01-02,15.36
2015-01-05,14.76
2015-01-06,14.62
2015-01-07,15.04
2015-01-08,15.42
2015-01-09,15.21
2015-01-12,15.22
2015-01-13,15.21
2015-01-14,15.11
2015-01-15,14.86
2015-01-16,15.02
2015-01-20,15.01
2015-01-21,14.97
2015-01-22,15.03
2015-01-23,14.91
2015-01-26,15.08
2015-01-27,14.85
2015-01-28,14.46
2015-01-29,14.85
2015-01-30,14.71
2015-02-02,15.27
2015-02-03,15.65
2015-02-04,15.87
2015-02-05,15.85
2015-02-06,15.86
2015-02-09,15.92
2015-02-10,16.09
2015-02-11,16.25
2015-02-12,16.36
2015-02-13,16.3
2015-02-17,16.11
2015-02-18,16.21
2015-02-19,16.43
2015-02-20,16.4
2015-02-23,16.38
2015-02-24,16.36
2015-02-25,16.51
2015-02-26,16.38
2015-02-27,16.34
2015-03-02,16.57
2015-03-03,16.17
2015-03-04,16.03
2015-03-05,16.11
2015-03-06,15.93
2015-03-09,16.03
2015-03-10,15.72
2015-03-11,15.75
2015-03-12,16.17
2015-03-13,16.2
2015-03-16,16.49
2015-03-17,16.39
2015-03-18,16.46
2015-03-19,16.34
2015-03-20,16.48
2015-03-23,16.57
2015-03-24,16.56
2015-03-25,16.18
2015-03-26,16.01
2015-03-27,15.98
2015-03-30,16.16
2015-03-31,16.14
2015-04-01,15.91
2015-04-02,16.03
2015-04-06,16.0
2015-04-07,15.9
2015-04-08,15.98
2015-04-09,15.95
2015-04-10,16.03
2015-04-13,15.87
2015-04-14,15.97
2015-04-15,16.07
2015-04-16,15.94
2015-04-17,15.76
2015-04-20,15.91
2015-04-21,15.82
2015-04-22,15.91
2015-04-23,15.76
2015-04-24,15.77
2015-04-27,15.9
2015-04-28,16.06
2015-04-29,16.02
2015-04-30,15.8
2015-05-01,15.81
2015-05-04,15.78
2015-05-05,15.53
2015-05-06,15.48
2015-05-07,15.51
2015-05-08,15.67
2015-05-11,15.65
2015-05-12,15.56
2015-05-13,15.41
2015-05-14,15.27
2015-05-15,15.48
2015-05-18,15.58
2015-05-19,15.5
2015-05-20,15.3
2015-05-21,15.51
2015-05-22,15.27
2015-05-26,15.19
2015-05-27,15.32
2015-05-28,15.29
2015-05-29,15.17
2015-06-01,15.36
2015-06-02,15.26
2015-06-03,15.2
2015-06-04,15.05
2015-06-05,14.78
2015-06-08,14.9
2015-06-09,14.88
2015-06-10,15.03
2015-06-11,15.28
2015-06-12,15.23
2015-06-15,15.05
2015-06-16,15.0
2015-06-17,15.02
2015-06-18,15.14
2015-06-19,15.11
2015-06-22,15.13
2015-06-23,15.29
2015-06-24,15.5
2015-06-25,15.44
2015-06-26,15.4
2015-06-29,15.02
2015-06-30,15.01
2015-07-01,14.99
2015-07-02,14.87
2015-07-06,14.79
2015-07-07,14.85
2015-07-08,14.37
2015-07-09,14.33
2015-07-10,14.48
2015-07-13,14.64
2015-07-14,14.81
2015-07-15,14.75
2015-07-16,14.57
2015-07-17,14.69
2015-07-20,14.57
2015-07-21,14.51
2015-07-22,14.42
2015-07-23,14.61
2015-07-24,14.39
2015-07-27,14.55
2015-07-28,14.83
2015-07-29,15.21
2015-07-30,15.1
2015-07-31,14.83
2015-08-03,14.94
2015-08-04,14.91
2015-08-05,14.8
2015-08-06,14.83
2015-08-07,14.8
2015-08-10,14.99
2015-08-11,14.7
2015-08-12,14.68
2015-08-13,14.71
2015-08-14,14.78
2015-08-17,14.68
2015-08-18,14.83
2015-08-19,14.77
2015-08-20,14.43
2015-08-21,13.86
2015-08-24,13.19
2015-08-25,12.9
2015-08-26,13.21
2015-08-27,13.56
2015-08-28,13.74
2015-08-31,13.87
2015-09-01,13.72
2015-09-02,13.87
2015-09-03,13.84
2015-09-04,13.56
2015-09-08,13.67
2015-09-09,13.53
2015-09-10,13.73
2015-09-11,13.71
2015-09-14,13.78
2015-09-15,14.31
2015-09-16,14.64
2015-09-17,14.6
2015-09-18,14.28
2015-09-21,14.32
2015-09-22,13.92
2015-09-23,13.68
2015-09-24,13.65
2015-09-25,13.53
2015-09-28,13.12
2015-09-29,13.15
2015-09-30,13.57
2015-10-01,13.67
2015-10-02,13.99
2015-10-05,14.19
2015-10-06,14.31
2015-10-07,14.75
2015-10-08,14.99
2015-10-09,14.97
2015-10-12,14.98
2015-10-13,14.94
2015-10-14,15.01
2015-10-15,15.22
2015-10-16,15.28
2015-10-19,15.36
2015-10-20,15.38
2015-10-21,15.41
2015-10-22,15.58
2015-10-23,15.67
2015-10-26,15.68
2015-10-27,14.89
2015-10-28,14.97
2015-10-29,14.73
2015-10-30,14.81
2015-11-02,14.75
2015-11-03,14.81
2015-11-04,14.65
2015-11-05,14.57
2015-11-06,14.52
2015-11-09,14.33
2015-11-10,14.28
2015-11-11,14.31
2015-11-12,14.04
2015-11-13,13.92
2015-11-16,14.04
2015-11-17,14.15
2015-11-18,14.46
2015-11-19,14.57
2015-11-20,14.6
2015-11-23,14.55
2015-11-24,14.55
2015-11-25,14.55
2015-11-27,14.53
2015-11-30,14.33
2015-12-01,14.56
2015-12-02,14.26
2015-12-03,13.98
2015-12-04,14.2
2015-12-07,14.12
2015-12-08,13.97
2015-12-09,13.89
2015-12-10,13.96
2015-12-11,13.64
2015-12-14,13.62
2015-12-15,13.87
2015-12-16,14.36
2015-12-17,13.98
2015-12-18,13.8
2015-12-21,13.73
2015-12-22,14.2
2015-12-23,14.36
2015-12-24,14.31
2015-12-28,14.18
2015-12-29,14.23
2015-12-30,14.17
2015-12-31,14.09
2016-01-04,13.97
2016-01-05,13.72
2016-01-06,13.11
2016-01-07,12.7
2016-01-08,12.54
2016-01-11,12.77
2016-01-12,12.85
2016-01-13,12.2
2016-01-14,12.19
2016-01-15,11.97
2016-01-19,11.95
2016-01-20,11.9
2016-01-21,12.01
2016-01-22,12.14
2016-01-25,11.98
2016-01-26,12.26
2016-01-27,11.85
2016-01-28,11.71
2016-01-29,11.94
2016-02-01,12.07
2016-02-02,11.51
2016-02-03,11.46
2016-02-04,11.53
2016-02-05,11.45
2016-02-08,11.59
2016-02-09,11.35
2016-02-10,11.34
2016-02-11,11.17
2016-02-12,11.55
2016-02-16,11.87
2016-02-17,12.27
2016-02-18,12.26
2016-02-19,12.1
2016-02-22,12.56
2016-02-23,12.42
2016-02-24,12.08
2016-02-25,12.39
2016-02-26,12.47
2016-02-29,12.51
2016-03-01,13.09
2016-03-02,13.22
2016-03-03,13.54
2016-03-04,13.59
2016-03-07,13.62
2016-03-08,13.23
2016-03-09,13.19
2016-03-10,13.15
2016-03-11,13.29
2016-03-14,13.27
2016-03-15,13.23
2016-03-16,13.5
2016-03-17,13.47
2016-03-18,13.64
2016-03-21,13.66
2016-03-22,13.59
2016-03-23,13.26
2016-03-24,13.06
2016-03-28,13.09
2016-03-29,13.2
2016-03-30,13.35
2016-03-31,13.5
2016-04-01,13.1
2016-04-04,12.8
2016-04-05,12.77
2016-04-06,12.82
2016-04-07,12.52
2016-04-08,12.55
2016-04-11,12.66
2016-04-12,12.81
2016-04-13,13.06
2016-04-14,13.09
2016-04-15,12.94
2016-04-18,13.25
2016-04-19,13.44
2016-04-20,13.64
2016-04-21,13.65
2016-04-22,13.61
2016-04-25,13.58
2016-04-26,13.75
2016-04-27,13.66
2016-04-28,14.09
2016-04-29,13.56
2016-05-02,13.62
2016-05-03,13.43
2016-05-04,13.31
2016-05-05,13.32
2016-05-06,13.44
2016-05-09,13.32
2016-05-10,13.49
2016-05-11,13.32
2016-05-12,13.35
2016-05-13,13.22
2016-05-16,13.32
2016-05-17,13.14
2016-05-18,13.16
2016-05-19,13.09
2016-05-20,13.19
2016-05-23,13.13
2016-05-24,13.29
2016-05-25,13.52
2016-05-26,13.46
2016-05-27,13.45
2016-05-31,13.49
2016-06-01,13.11
2016-06-02,13.21
2016-06-03,13.04
2016-06-06,13.18
2016-06-07,13.38
2016-06-08,13.36
2016-06-09,13.26
2016-06-10,13.1
2016-06-13,12.98
2016-06-14,12.84
2016-06-15,13.01
2016-06-16,13.12
2016-06-17,13.26
2016-06-20,13.42
2016-06-21,13.22
2016-06-22,13.18
2016-06-23,13.4
2016-06-24,12.52
2016-06-27,12.16
2016-06-28,12.39
2016-06-29,12.55
2016-06-30,12.57
2016-07-01,12.72
2016-07-05,12.4
2016-07-06,12.57
2016-07-07,12.75
2016-07-08,13.09
2016-07-11,13.27
2016-07-12,13.45
2016-07-13,13.48
2016-07-14,13.59
2016-07-15,13.57
2016-07-18,13.65
2016-07-19,13.65
2016-07-20,13.74
2016-07-21,13.92
2016-07-22,13.84
2016-07-25,13.83
2016-07-26,13.86
2016-07-27,13.84
2016-07-28,12.71
2016-07-29,12.66
2016-08-01,12.48
2016-08-02,11.94
2016-08-03,12.13
2016-08-04,12.08
2016-08-05,12.19
2016-08-08,12.18
2016-08-09,12.31
2016-08-10,12.25
2016-08-11,12.31
2016-08-12,12.33
2016-08-15,12.43
2016-08-16,12.34
2016-08-17,12.39
2016-08-18,12.33
2016-08-19,12.39
2016-08-22,12.36
2016-08-23,12.42
2016-08-24,12.3
2016-08-25,12.47
2016-08-26,12.38
2016-08-29,12.47
2016-08-30,12.55
2016-08-31,12.6
2016-09-01,12.44
2016-09-02,12.5
2016-09-06,12.67
2016-09-07,12.7
2016-09-08,12.73
2016-09-09,12.38
2016-09-12,12.7
2016-09-13,12.38
2016-09-14,12.14
2016-09-15,12.11
2016-09-16,12.11
2016-09-19,12.11
2016-09-20,12.0
2016-09-21,12.09
2016-09-22,12.18
2016-09-23,12.17
2016-09-26,12.01
2016-09-27,11.98
2016-09-28,12.09
2016-09-29,11.97
2016-09-30,12.07
2016-10-03,12.1
2016-10-04,12.2
2016-10-05,12.48
2016-10-06,12.39
2016-10-07,12.29
2016-10-10,12.12
2016-10-11,11.99
2016-10-12,11.96
2016-10-13,11.91
2016-10-14,11.91
2016-10-17,11.88
2016-10-18,11.89
2016-10-19,12.01
2016-10-20,11.97
2016-10-21,12.02
2016-10-24,12.19
2016-10-25,11.85
2016-10-26,11.88
2016-10-27,11.74
2016-10-28,11.72
2016-10-31,11.74
2016-11-01,11.61
2016-11-02,11.4
2016-11-03,11.35
2016-11-04,11.34
2016-11-07,11.58
2016-11-08,11.48
2016-11-09,11.58
2016-11-10,11.94
2016-11-11,12.28
2016-11-14,12.06
2016-11-15,12.04
2016-11-16,12.0
2016-11-17,11.87
2016-11-18,11.76
2016-11-21,11.79
2016-11-22,11.89
2016-11-23,11.9
2016-11-25,12.04
2016-11-28,11.92
2016-11-29,11.92
2016-11-30,11.96
2016-12-01,12.43
2016-12-02,12.24
2016-12-05,12.44
2016-12-06,12.56
2016-12-07,13.06
2016-12-08,13.03
2016-12-09,13.17
2016-12-12,12.82
2016-12-13,12.77
2016-12-14,12.53
2016-12-15,12.58
2016-12-16,12.63
2016-12-19,12.66
2016-12-20,12.78
2016-12-21,12.64
2016-12-22,12.4
2016-12-23,12.46
2016-12-27,12.39
2016-12-28,12.25
2016-12-29,12.23
2016-12-30,12.13
2017-01-03,12.59
2017-01-04,13.17
2017-01-05,12.77
2017-01-06,12.76
2017-01-09,12.63
2017-01-10,12.85
2017-01-11,12.67
2017-01-12,12.59
2017-01-13,12.63
2017-01-17,12.61
2017-01-18,12.41
2017-01-19,12.43
2017-01-20,12.36
2017-01-23,12.31
2017-01-24,12.61
2017-01-25,12.79
2017-01-26,12.37
2017-01-27,12.49
2017-01-30,12.37
2017-01-31,12.36
2017-02-01,12.32
2017-02-02,12.28
2017-02-03,12.56
2017-02-06,12.52
2017-02-07,12.34
