Date,Close
2012-01-19,50.95
2012-01-20,50.04
2012-01-23,49.44
2012-01-24,49.23
2012-01-25,50.17
2012-01-26,49.98
2012-01-27,49.85
2012-01-30,49.12
2012-01-31,50.14
2012-02-01,50.62
2012-02-02,51.16
2012-02-03,52.25
2012-02-06,51.81
2012-02-07,52.13
2012-02-08,51.64
2012-02-09,52.31
2012-02-10,51.81
2012-02-13,52.07
2012-02-14,51.96
2012-02-15,51.52
2012-02-16,52.87
2012-02-17,52.86
2012-02-21,52.85
2012-02-22,52.79
2012-02-23,52.67
2012-02-24,53.33
2012-02-27,54.18
2012-02-28,53.76
2012-02-29,52.89
2012-03-01,53.57
2012-03-02,52.99
2012-03-05,52.97
2012-03-06,51.74
2012-03-07,52.27
2012-03-08,52.95
2012-03-09,53.2
2012-03-12,52.77
2012-03-13,54.25
2012-03-14,56.15
2012-03-15,56.72
2012-03-16,56.55
2012-03-19,57.27
2012-03-20,56.91
2012-03-21,57.05
2012-03-22,57.29
2012-03-23,57.25
2012-03-26,58.66
2012-03-27,58.22
2012-03-28,59.06
2012-03-29,57.89
2012-03-30,57.86
2012-04-02,58.01
2012-04-03,58.39
2012-04-04,57.37
2012-04-05,58.1
2012-04-09,57.16
2012-04-10,56.18
2012-04-11,56.95
2012-04-12,58.04
2012-04-13,57.28
2012-04-16,57.83
2012-04-17,58.18
2012-04-18,58.04
2012-04-19,57.57
2012-04-20,57.45
2012-04-23,57.32
2012-04-24,57.63
2012-04-25,58.91
2012-04-26,59.59
2012-04-27,60.17
2012-04-30,60.21
2012-05-01,60.97
2012-05-02,61.05
2012-05-03,60.86
2012-05-04,60.1
2012-05-07,60.1
2012-05-08,59.89
2012-05-09,59.46
2012-05-10,59.42
2012-05-11,59.64
2012-05-14,58.42
2012-05-15,57.94
2012-05-16,57.39
2012-05-17,55.65
2012-05-18,55.4
2012-05-21,56.33
2012-05-22,56.35
2012-05-23,55.97
2012-05-24,56.34
2012-05-25,55.81
2012-05-29,56.56
2012-05-30,55.46
2012-05-31,55.83
2012-06-01,53.43
2012-06-04,53.51
2012-06-05,53.98
2012-06-06,55.38
2012-06-07,55.24
2012-06-08,55.86
2012-06-11,55.1
2012-06-12,56.48
2012-06-13,55.1
2012-06-14,55.05
2012-06-15,56.28
2012-06-18,55.85
2012-06-19,56.94
2012-06-20,57.44
2012-06-21,56.32
2012-06-22,56.79
2012-06-25,56.05
2012-06-26,56.11
2012-06-27,56.88
2012-06-28,56.69
2012-06-29,58.21
2012-07-02,59.05
2012-07-03,59.41
2012-07-05,59.25
2012-07-06,58.63
2012-07-09,58.41
2012-07-10,58.39
2012-07-11,58.08
2012-07-12,56.93
2012-07-13,57.93
2012-07-16,58.64
2012-07-17,58.68
2012-07-18,58.29
2012-07-19,56.23
2012-07-20,55.81
2012-07-23,55.73
2012-07-24,55.63
2012-07-25,56.05
2012-07-26,57.76
2012-07-27,58.53
2012-07-30,58.29
2012-07-31,57.71
2012-08-01,56.8
2012-08-02,56.49
2012-08-03,57.61
2012-08-06,57.1
2012-08-07,57.64
2012-08-08,57.91
2012-08-09,56.47
2012-08-10,55.85
2012-08-13,56.13
2012-08-14,56.08
2012-08-15,56.66
2012-08-16,57.37
2012-08-17,57.59
2012-08-20,56.9
2012-08-21,56.6
2012-08-22,56.82
2012-08-23,56.42
2012-08-24,57.49
2012-08-27,57.42
2012-08-28,57.56
2012-08-29,57.42
2012-08-30,57.17
2012-08-31,58.3
2012-09-04,58.61
2012-09-05,57.19
2012-09-06,57.41
2012-09-07,57.73
2012-09-10,57.52
2012-09-11,57.23
2012-09-12,57.27
2012-09-13,59.05
2012-09-14,59.27
2012-09-17,59.18
2012-09-18,58.67
2012-09-19,58.67
2012-09-20,58.34
2012-09-21,57.86
2012-09-24,57.67
2012-09-25,57.13
2012-09-26,56.14
2012-09-27,56.57
2012-09-28,56.86
2012-10-01,57.73
2012-10-02,57.18
2012-10-03,57.4
2012-10-04,58.37
2012-10-05,58.56
2012-10-08,58.82
2012-10-09,58.24
2012-10-10,57.97
2012-10-11,58.47
2012-10-12,57.89
2012-10-15,57.59
2012-10-16,58.63
2012-10-17,59.37
2012-10-18,57.61
2012-10-19,56.86
2012-10-22,56.74
2012-10-23,55.38
2012-10-24,55.23
2012-10-25,55.44
2012-10-26,55.75
2012-10-31,55.97
2012-11-01,56.85
2012-11-02,56.71
2012-11-05,56.36
2012-11-06,57.19
2012-11-07,55.57
2012-11-08,55.56
2012-11-09,55.83
2012-11-12,55.52
2012-11-13,54.74
2012-11-14,53.65
2012-11-15,53.64
2012-11-16,54.3
2012-11-19,55.23
2012-11-20,55.86
2012-11-21,55.98
2012-11-23,56.51
2012-11-26,55.69
2012-11-27,54.44
2012-11-28,55.51
2012-11-29,55.92
2012-11-30,55.9
2012-12-03,55.99
2012-12-04,55.84
2012-12-05,56.4
2012-12-06,56.12
2012-12-07,56.61
2012-12-10,56.75
2012-12-11,57.06
2012-12-12,57.67
2012-12-13,57.72
2012-12-14,56.65
2012-12-17,57.27
2012-12-18,57.82
2012-12-19,56.79
2012-12-20,57.4
2012-12-21,57.65
2012-12-24,57.53
2012-12-26,57.13
2012-12-27,56.69
2012-12-28,56.67
2012-12-31,57.48
2013-01-02,58.75
2013-01-03,59.0
2013-01-04,59.61
2013-01-07,59.86
2013-01-08,60.2
2013-01-09,60.26
2013-01-10,60.79
2013-01-11,61.24
2013-01-14,61.21
2013-01-15,60.76
2013-01-16,60.62
2013-01-17,60.74
2013-01-18,59.78
2013-01-22,59.4
2013-01-23,58.93
2013-01-24,59.3
2013-01-25,59.5
2013-01-28,59.07
2013-01-29,59.45
2013-01-30,59.33
2013-01-31,58.81
2013-02-01,59.91
2013-02-04,59.41
2013-02-05,60.66
2013-02-06,60.56
2013-02-07,62.14
2013-02-08,61.8
2013-02-11,61.98
2013-02-12,62.2
2013-02-13,62.1
2013-02-14,62.34
2013-02-15,61.69
2013-02-19,62.28
2013-02-20,61.91
2013-02-21,61.54
2013-02-22,62.57
2013-02-25,62.02
2013-02-26,61.92
2013-02-27,62.5
2013-02-28,62.15
2013-03-01,62.37
2013-03-04,62.89
2013-03-05,64.12
2013-03-06,64.65
2013-03-07,64.56
2013-03-08,64.7
2013-03-11,65.5
2013-03-12,65.29
2013-03-13,65.3
2013-03-14,65.38
2013-03-15,66.09
2013-03-18,65.78
2013-03-19,65.13
2013-03-20,66.0
2013-03-21,65.41
2013-03-22,66.22
2013-03-25,66.1
2013-03-26,67.17
2013-03-27,67.15
2013-03-28,67.46
2013-04-01,67.26
2013-04-02,67.64
2013-04-03,66.25
2013-04-04,66.73
2013-04-05,65.3
2013-04-08,65.6
2013-04-09,65.22
2013-04-10,65.4
2013-04-11,65.74
2013-04-12,65.68
2013-04-15,64.1
2013-04-16,64.59
2013-04-17,64.13
2013-04-18,65.04
2013-04-19,67.24
2013-04-22,66.66
2013-04-23,67.45
2013-04-24,67.42
2013-04-25,68.13
2013-04-26,67.75
2013-04-29,67.63
2013-04-30,68.41
2013-05-01,68.28
2013-05-02,69.38
2013-05-03,70.23
2013-05-06,70.06
2013-05-07,70.24
2013-05-08,70.31
2013-05-09,70.21
2013-05-10,70.08
2013-05-13,69.79
2013-05-14,71.51
2013-05-15,72.78
2013-05-16,72.23
2013-05-17,73.32
2013-05-20,74.4
2013-05-21,75.11
2013-05-22,74.44
2013-05-23,74.69
2013-05-24,75.27
2013-05-28,76.16
2013-05-29,75.83
2013-05-30,76.14
2013-05-31,75.71
2013-06-03,76.47
2013-06-04,76.06
2013-06-05,74.76
2013-06-06,76.24
2013-06-07,78.04
2013-06-10,78.28
2013-06-11,76.52
2013-06-12,74.72
2013-06-13,75.21
2013-06-14,72.97
2013-06-17,73.84
2013-06-18,74.98
2013-06-19,74.23
2013-06-20,72.92
2013-06-21,73.31
2013-06-24,72.01
2013-06-25,73.23
2013-06-26,73.9
2013-06-27,75.12
2013-06-28,74.76
2013-07-01,75.64
2013-07-02,74.62
2013-07-03,74.58
2013-07-05,76.31
2013-07-08,77.04
2013-07-09,77.61
2013-07-10,76.33
2013-07-11,76.94
2013-07-12,78.33
2013-07-15,77.85
2013-07-16,78.27
2013-07-17,76.8
2013-07-18,74.01
2013-07-19,74.06
2013-07-22,74.72
2013-07-23,74.41
2013-07-24,75.36
2013-07-25,75.77
2013-07-26,75.34
2013-07-29,75.06
2013-07-30,75.19
2013-07-31,73.77
2013-08-01,75.63
2013-08-02,75.69
2013-08-05,75.93
2013-08-06,75.81
2013-08-07,75.14
2013-08-08,76.19
2013-08-09,75.5
2013-08-12,75.49
2013-08-13,76.23
2013-08-14,75.88
2013-08-15,74.88
2013-08-16,75.17
2013-08-19,74.34
2013-08-20,74.27
2013-08-21,73.44
2013-08-22,73.86
2013-08-23,73.65
2013-08-26,73.61
2013-08-27,71.91
2013-08-28,72.01
2013-08-29,72.22
2013-08-30,71.91
2013-09-03,72.43
2013-09-04,73.14
2013-09-05,73.8
2013-09-06,73.35
2013-09-09,73.66
2013-09-10,74.6
2013-09-11,75.18
2013-09-12,75.29
2013-09-13,75.3
2013-09-16,75.6
2013-09-17,76.92
2013-09-18,77.64
2013-09-19,77.57
2013-09-20,77.32
2013-09-23,76.44
2013-09-24,76.07
2013-09-25,75.99
2013-09-26,76.32
2013-09-27,75.89
2013-09-30,75.52
2013-10-01,75.93
2013-10-02,74.58
2013-10-03,74.02
2013-10-04,74.31
2013-10-07,72.94
2013-10-08,72.22
2013-10-09,72.22
2013-10-10,74.66
2013-10-11,75.4
2013-10-14,76.07
2013-10-15,75.25
2013-10-16,76.32
2013-10-17,80.23
2013-10-18,80.52
2013-10-21,80.4
2013-10-22,80.87
2013-10-23,80.63
2013-10-24,80.9
2013-10-25,82.61
2013-10-28,82.76
2013-10-29,83.66
2013-10-30,83.1
2013-10-31,81.8
2013-11-01,82.16
2013-11-04,81.93
2013-11-05,81.9
2013-11-06,82.12
2013-11-07,80.92
2013-11-08,81.78
2013-11-11,81.4
2013-11-12,81.03
2013-11-13,81.44
2013-11-14,81.89
2013-11-15,82.8
2013-11-18,82.34
2013-11-19,82.46
2013-11-20,82.25
2013-11-21,83.95
2013-11-22,83.85
2013-11-25,84.59
2013-11-26,85.09
2013-11-27,85.59
2013-11-29,85.8
2013-12-02,85.29
2013-12-03,84.61
2013-12-04,84.5
2013-12-05,84.54
2013-12-06,85.93
2013-12-09,85.75
2013-12-10,85.29
2013-12-11,83.9
2013-12-12,83.3
2013-12-13,83.68
2013-12-16,84.52
2013-12-17,84.11
2013-12-18,85.99
2013-12-19,86.41
2013-12-20,87.57
2013-12-23,88.31
2013-12-24,88.69
2013-12-26,89.0
2013-12-27,89.19
2013-12-30,89.59
2013-12-31,90.73
2014-01-02,89.45
2014-01-03,89.74
2014-01-06,89.7
2014-01-07,89.36
2014-01-08,89.41
2014-01-09,88.88
2014-01-10,88.55
2014-01-13,86.99
2014-01-14,87.12
2014-01-15,88.25
2014-01-16,87.78
2014-01-17,90.97
2014-01-21,90.59
2014-01-22,91.13
2014-01-23,89.17
2014-01-24,86.95
2014-01-27,85.72
2014-01-28,86.64
2014-01-29,85.55
2014-01-30,86.62
2014-01-31,85.02
2014-02-03,82.86
2014-02-04,84.0
2014-02-05,83.72
2014-02-06,85.69
2014-02-07,87.0
2014-02-10,88.34
2014-02-11,88.58
2014-02-12,89.02
2014-02-13,88.9
2014-02-14,89.0
2014-02-18,89.02
2014-02-19,88.84
2014-02-20,89.01
2014-02-21,88.75
2014-02-24,89.92
2014-02-25,89.91
2014-02-26,89.73
2014-02-27,90.29
2014-02-28,91.28
2014-03-03,89.97
2014-03-04,92.61
2014-03-05,92.14
2014-03-06,93.52
2014-03-07,93.86
2014-03-10,93.7
2014-03-11,93.2
2014-03-12,92.9
2014-03-13,90.69
2014-03-14,90.17
2014-03-17,91.26
2014-03-18,91.59
2014-03-19,90.73
2014-03-20,91.69
2014-03-21,91.52
2014-03-24,91.01
2014-03-25,90.84
2014-03-26,89.66
2014-03-27,89.99
2014-03-28,90.46
2014-03-31,90.03
2014-04-01,91.17
2014-04-02,90.4
2014-04-03,90.98
2014-04-04,89.17
2014-04-07,86.6
2014-04-08,86.49
2014-04-09,88.72
2014-04-10,85.36
2014-04-11,84.54
2014-04-14,85.5
2014-04-15,86.04
2014-04-16,87.4
2014-04-17,86.22
2014-04-21,86.67
2014-04-22,87.07
2014-04-23,87.13
2014-04-24,87.41
2014-04-25,87.03
2014-04-28,87.06
2014-04-29,87.79
2014-04-30,87.43
2014-05-01,86.82
2014-05-02,86.93
2014-05-05,87.36
2014-05-06,86.2
2014-05-07,87.98
2014-05-08,88.62
2014-05-09,88.84
2014-05-12,89.66
2014-05-13,89.09
2014-05-14,88.46
2014-05-15,87.6
2014-05-16,87.5
2014-05-19,88.12
2014-05-20,87.09
2014-05-21,87.86
2014-05-22,88.15
2014-05-23,88.78
2014-05-27,91.39
2014-05-28,91.06
2014-05-29,91.28
2014-05-30,91.5
2014-06-02,91.89
2014-06-03,91.73
2014-06-04,91.81
2014-06-05,92.8
2014-06-06,94.91
2014-06-09,95.57
2014-06-10,95.28
2014-06-11,95.08
2014-06-12,94.76
2014-06-13,94.85
2014-06-16,94.37
2014-06-17,94.66
2014-06-18,95.56
2014-06-19,95.07
2014-06-20,95.54
2014-06-23,95.51
2014-06-24,94.43
2014-06-25,94.64
2014-06-26,94.3
2014-06-27,94.93
2014-06-30,94.87
2014-07-01,95.35
2014-07-02,95.21
2014-07-03,95.84
2014-07-07,95.4
2014-07-08,94.57
2014-07-09,94.74
2014-07-10,94.46
2014-07-11,94.47
2014-07-14,94.54
2014-07-15,94.45
2014-07-16,94.47
2014-07-17,92.99
2014-07-18,93.53
2014-07-21,92.88
2014-07-22,93.37
2014-07-23,93.28
2014-07-24,93.15
2014-07-25,91.93
2014-07-28,91.86
2014-07-29,91.71
2014-07-30,90.91
2014-07-31,88.0
2014-08-01,86.47
2014-08-04,86.93
2014-08-05,86.36
2014-08-06,86.4
2014-08-07,86.02
2014-08-08,87.47
2014-08-11,86.95
2014-08-12,87.08
2014-08-13,87.4
2014-08-14,87.27
2014-08-15,86.6
2014-08-18,87.16
2014-08-19,88.12
2014-08-20,88.49
2014-08-21,89.14
2014-08-22,88.88
2014-08-25,89.59
2014-08-26,89.15
2014-08-27,89.24
2014-08-28,89.02
2014-08-29,89.55
2014-09-02,89.72
2014-09-03,90.14
2014-09-04,89.65
2014-09-05,89.61
2014-09-08,88.93
2014-09-09,87.9
2014-09-10,88.41
2014-09-11,88.42
2014-09-12,87.64
2014-09-15,87.38
2014-09-16,88.36
2014-09-17,89.07
2014-09-18,90.1
2014-09-19,89.7
2014-09-22,88.99
2014-09-23,88.31
2014-09-24,88.52
2014-09-25,86.76
2014-09-26,88.37
2014-09-29,87.95
2014-09-30,87.54
2014-10-01,85.81
2014-10-02,85.87
2014-10-03,87.16
2014-10-06,87.03
2014-10-07,85.35
2014-10-08,87.41
2014-10-09,85.89
2014-10-10,84.99
2014-10-13,82.78
2014-10-14,82.74
2014-10-15,80.93
2014-10-16,80.24
2014-10-17,82.58
2014-10-20,84.01
2014-10-21,85.64
2014-10-22,83.96
2014-10-23,85.61
2014-10-24,86.4
2014-10-27,86.63
2014-10-28,88.01
2014-10-29,88.34
2014-10-30,88.74
2014-10-31,89.95
2014-11-03,90.85
2014-11-04,91.38
2014-11-05,92.42
2014-11-06,91.58
2014-11-07,92.26
2014-11-10,92.4
2014-11-11,91.74
2014-11-12,91.55
2014-11-13,91.07
2014-11-14,90.67
2014-11-17,90.13
2014-11-18,90.58
2014-11-19,90.5
2014-11-20,90.62
2014-11-21,90.39
2014-11-24,91.04
2014-11-25,91.4
2014-11-26,91.45
2014-11-28,92.42
2014-12-01,92.14
2014-12-02,93.0
2014-12-03,91.25
2014-12-04,91.83
2014-12-05,92.65
2014-12-08,93.56
2014-12-09,93.36
2014-12-10,92.75
2014-12-11,93.13
2014-12-12,91.0
2014-12-15,90.04
2014-12-16,88.24
2014-12-17,90.44
2014-12-18,93.17
2014-12-19,92.9
2014-12-22,93.62
2014-12-23,93.82
2014-12-24,94.08
2014-12-26,94.29
2014-12-29,94.27
2014-12-30,94.27
2014-12-31,93.04
2015-01-02,93.02
2015-01-05,90.56
2015-01-06,88.63
2015-01-07,90.3
2015-01-08,91.58
2015-01-09,90.42
2015-01-12,89.5
2015-01-13,89.23
2015-01-14,87.07
2015-01-15,85.88
2015-01-16,86.04
2015-01-20,87.26
2015-01-21,87.67
2015-01-22,84.37
2015-01-23,84.13
2015-01-26,83.3
2015-01-27,82.4
2015-01-28,81.73
2015-01-29,82.0
2015-01-30,80.69
2015-02-02,82.13
2015-02-03,83.73
2015-02-04,83.61
2015-02-05,84.73
2015-02-06,85.01
2015-02-09,84.98
2015-02-10,85.84
2015-02-11,86.01
2015-02-12,80.48
2015-02-13,78.08
2015-02-17,79.08
2015-02-18,79.78
2015-02-19,78.4
2015-02-20,79.83
2015-02-23,80.3
2015-02-24,80.86
2015-02-25,82.17
2015-02-26,83.25
2015-02-27,81.59
2015-03-02,82.03
2015-03-03,81.91
2015-03-04,80.63
2015-03-05,81.15
2015-03-06,80.31
2015-03-09,80.51
2015-03-10,79.11
2015-03-11,79.45
2015-03-12,81.56
2015-03-13,80.6
2015-03-16,81.5
2015-03-17,81.06
2015-03-18,81.86
2015-03-19,81.54
2015-03-20,82.7
2015-03-23,82.2
2015-03-24,81.37
2015-03-25,80.11
2015-03-26,78.48
2015-03-27,77.97
2015-03-30,78.05
2015-03-31,78.12
2015-04-01,78.93
2015-04-02,79.7
2015-04-06,79.63
2015-04-07,78.33
2015-04-08,78.69
2015-04-09,79.16
2015-04-10,79.59
2015-04-13,79.27
2015-04-14,79.49
2015-04-15,79.75
2015-04-16,80.91
2015-04-17,77.32
2015-04-20,77.23
2015-04-21,77.28
2015-04-22,78.44
2015-04-23,78.15
2015-04-24,77.99
2015-04-27,77.49
2015-04-28,77.49
2015-04-29,77.16
2015-04-30,77.45
2015-05-01,77.68
2015-05-04,78.28
2015-05-05,77.84
2015-05-06,77.85
2015-05-07,78.43
2015-05-08,78.98
2015-05-11,79.7
2015-05-12,79.08
2015-05-13,79.86
2015-05-14,80.75
2015-05-15,80.22
2015-05-18,80.17
2015-05-19,81.36
2015-05-20,80.96
2015-05-21,80.76
2015-05-22,81.25
2015-05-26,80.19
2015-05-27,80.11
2015-05-28,80.09
2015-05-29,79.72
2015-06-01,79.47
2015-06-02,79.99
2015-06-03,80.6
2015-06-04,79.36
2015-06-05,79.39
2015-06-08,78.81
2015-06-09,79.17
2015-06-10,80.19
2015-06-11,80.3
2015-06-12,79.53
2015-06-15,79.25
2015-06-16,79.36
2015-06-17,80.32
2015-06-18,80.77
2015-06-19,80.19
2015-06-22,81.25
2015-06-23,81.36
2015-06-24,80.74
2015-06-25,79.88
2015-06-26,79.88
2015-06-29,77.8
2015-06-30,77.72
2015-07-01,78.4
2015-07-02,78.21
2015-07-06,77.59
2015-07-07,77.55
2015-07-08,75.93
2015-07-09,76.34
2015-07-10,77.31
2015-07-13,78.53
2015-07-14,78.97
2015-07-15,78.54
2015-07-16,78.92
2015-07-17,79.22
2015-07-20,79.3
2015-07-21,78.95
2015-07-22,78.99
2015-07-23,77.01
2015-07-24,75.9
2015-07-27,74.92
2015-07-28,75.11
2015-07-29,75.7
2015-07-30,76.12
2015-07-31,76.06
2015-08-03,75.98
2015-08-04,75.72
2015-08-05,75.59
2015-08-06,75.0
2015-08-07,79.72
2015-08-10,81.26
2015-08-11,81.34
2015-08-12,81.0
2015-08-13,80.76
2015-08-14,80.91
2015-08-17,81.0
2015-08-18,81.24
2015-08-19,80.95
2015-08-20,78.76
2015-08-21,77.03
2015-08-24,74.65
2015-08-25,73.52
2015-08-26,75.63
2015-08-27,76.88
2015-08-28,76.65
2015-08-31,76.72
2015-09-01,74.0
2015-09-02,74.94
2015-09-03,75.26
2015-09-04,74.08
2015-09-08,75.49
2015-09-09,75.12
2015-09-10,75.31
2015-09-11,75.5
2015-09-14,75.14
2015-09-15,76.5
2015-09-16,77.32
2015-09-17,77.06
2015-09-18,75.95
2015-09-21,76.74
2015-09-22,75.71
2015-09-23,75.63
2015-09-24,74.69
2015-09-25,75.1
2015-09-28,73.34
2015-09-29,73.1
2015-09-30,74.13
2015-10-01,73.89
2015-10-02,74.41
2015-10-05,77.3
2015-10-06,76.91
2015-10-07,77.18
2015-10-08,77.18
2015-10-09,77.33
2015-10-12,77.31
2015-10-13,76.6
2015-10-14,76.17
2015-10-15,76.74
2015-10-16,77.21
2015-10-19,77.0
2015-10-20,76.95
2015-10-21,76.51
2015-10-22,72.5
2015-10-23,74.59
2015-10-26,74.19
2015-10-27,74.01
2015-10-28,74.45
2015-10-29,74.22
2015-10-30,73.26
2015-11-02,73.94
2015-11-03,74.03
2015-11-04,74.07
2015-11-05,73.93
2015-11-06,74.3
2015-11-09,73.42
2015-11-10,73.37
2015-11-11,72.91
2015-11-12,71.98
2015-11-13,71.2
2015-11-16,71.66
2015-11-17,71.11
2015-11-18,72.15
2015-11-19,72.74
2015-11-20,72.42
2015-11-23,72.24
2015-11-24,71.63
2015-11-25,71.69
2015-11-27,71.85
2015-11-30,71.64
2015-12-01,72.2
2015-12-02,71.2
2015-12-03,70.42
2015-12-04,71.1
2015-12-07,70.61
2015-12-08,69.91
2015-12-09,69.86
2015-12-10,70.11
2015-12-11,68.86
2015-12-14,68.83
2015-12-15,70.15
2015-12-16,70.71
2015-12-17,69.57
2015-12-18,67.87
2015-12-21,68.4
2015-12-22,68.85
2015-12-23,69.97
2015-12-24,70.16
2015-12-28,69.76
2015-12-29,70.55
2015-12-30,70.16
2015-12-31,69.55
2016-01-04,67.59
2016-01-05,66.55
2016-01-06,64.42
2016-01-07,63.84
2016-01-08,63.63
2016-01-11,64.05
2016-01-12,64.4
2016-01-13,62.85
2016-01-14,63.29
2016-01-15,62.91
2016-01-19,62.64
2016-01-20,63.03
2016-01-21,62.64
2016-01-22,55.06
2016-01-25,55.02
2016-01-26,55.09
2016-01-27,54.52
2016-01-28,52.88
2016-01-29,53.5
2016-02-01,54.7
2016-02-02,53.66
2016-02-03,54.11
2016-02-04,54.38
2016-02-05,53.98
2016-02-08,52.4
2016-02-09,52.63
2016-02-10,52.29
2016-02-11,51.11
2016-02-12,52.66
2016-02-16,53.18
2016-02-17,53.61
2016-02-18,54.15
2016-02-19,54.71
2016-02-22,55.63
2016-02-23,55.11
2016-02-24,54.64
2016-02-25,55.39
2016-02-26,55.38
2016-02-29,55.58
2016-03-01,56.8
2016-03-02,57.12
2016-03-03,58.09
2016-03-04,58.29
2016-03-07,59.0
2016-03-08,59.43
2016-03-09,59.05
2016-03-10,58.75
2016-03-11,59.46
2016-03-14,59.57
2016-03-15,59.23
2016-03-16,59.7
2016-03-17,60.08
2016-03-18,61.22
2016-03-21,61.21
2016-03-22,60.61
2016-03-23,60.63
2016-03-24,60.47
2016-03-28,60.28
2016-03-29,60.6
2016-03-30,60.29
2016-03-31,61.4
2016-04-01,61.1
2016-04-04,60.62
2016-04-05,60.19
2016-04-06,59.88
2016-04-07,58.86
2016-04-08,59.5
2016-04-11,59.8
2016-04-12,60.68
2016-04-13,62.16
2016-04-14,62.51
2016-04-15,62.14
2016-04-18,62.59
2016-04-19,63.57
2016-04-20,65.02
2016-04-21,65.61
2016-04-22,65.93
2016-04-25,65.7
2016-04-26,66.2
2016-04-27,66.23
2016-04-28,65.84
2016-04-29,65.43
2016-05-02,65.68
2016-05-03,64.85
2016-05-04,64.26
2016-05-05,63.92
2016-05-06,64.51
2016-05-09,63.98
2016-05-10,64.84
2016-05-11,64.59
2016-05-12,64.34
2016-05-13,64.12
2016-05-16,64.07
2016-05-17,62.76
2016-05-18,63.52
2016-05-19,62.74
2016-05-20,63.92
2016-05-23,63.59
2016-05-24,64.87
2016-05-25,65.31
2016-05-26,65.23
2016-05-27,65.52
2016-05-31,65.76
2016-06-01,65.91
2016-06-02,66.41
2016-06-03,65.49
2016-06-06,65.94
2016-06-07,65.89
2016-06-08,66.26
2016-06-09,65.71
2016-06-10,64.97
2016-06-13,63.67
2016-06-14,61.07
2016-06-15,61.42
2016-06-16,61.93
2016-06-17,61.86
2016-06-20,62.3
2016-06-21,62.29
2016-06-22,61.95
2016-06-23,63.25
2016-06-24,60.06
2016-06-27,57.67
2016-06-28,57.9
2016-06-29,59.63
2016-06-30,60.76
2016-07-01,60.69
2016-07-05,59.15
2016-07-06,59.48
2016-07-07,59.81
2016-07-08,61.49
2016-07-11,62.16
2016-07-12,63.0
2016-07-13,63.1
2016-07-14,63.61
2016-07-15,63.78
2016-07-18,63.99
2016-07-19,64.16
2016-07-20,64.48
2016-07-21,63.43
2016-07-22,64.28
2016-07-25,64.33
2016-07-26,64.37
2016-07-27,64.59
2016-07-28,64.79
2016-07-29,64.46
2016-08-01,64.13
2016-08-02,63.47
2016-08-03,63.83
2016-08-04,63.94
2016-08-05,65.52
2016-08-08,65.83
2016-08-09,65.39
2016-08-10,64.74
2016-08-11,65.48
2016-08-12,65.38
2016-08-15,65.63
2016-08-16,65.3
2016-08-17,65.68
2016-08-18,65.63
2016-08-19,65.53
2016-08-22,65.36
2016-08-23,65.68
2016-08-24,65.16
2016-08-25,65.0
2016-08-26,64.79
2016-08-29,65.52
2016-08-30,65.45
2016-08-31,65.58
2016-09-01,64.86
2016-09-02,65.19
2016-09-06,65.76
2016-09-07,66.19
2016-09-08,66.24
2016-09-09,65.12
2016-09-12,65.9
2016-09-13,64.36
2016-09-14,63.48
2016-09-15,63.83
2016-09-16,63.66
2016-09-19,64.06
2016-09-20,63.72
2016-09-21,64.28
2016-09-22,64.63
2016-09-23,63.85
2016-09-26,63.42
2016-09-27,64.28
2016-09-28,64.22
2016-09-29,63.37
2016-09-30,64.04
2016-10-03,63.81
2016-10-04,63.91
2016-10-05,64.36
2016-10-06,61.94
2016-10-07,61.76
2016-10-10,61.9
2016-10-11,60.86
2016-10-12,60.69
2016-10-13,60.41
2016-10-14,60.15
2016-10-17,59.9
2016-10-18,60.08
2016-10-19,61.25
2016-10-20,66.78
2016-10-21,67.36
2016-10-24,67.09
2016-10-25,66.74
2016-10-26,66.8
2016-10-27,66.93
2016-10-28,66.45
2016-10-31,66.42
2016-11-01,66.25
2016-11-02,65.45
2016-11-03,65.33
2016-11-04,65.51
2016-11-07,67.0
2016-11-08,67.07
2016-11-09,68.74
2016-11-10,70.11
2016-11-11,70.5
2016-11-14,72.42
2016-11-15,72.47
2016-11-16,71.68
2016-11-17,71.78
2016-11-18,71.0
2016-11-21,71.54
2016-11-22,71.72
2016-11-23,72.88
2016-11-25,72.86
2016-11-28,72.13
2016-11-29,71.49
2016-11-30,72.04
2016-12-01,72.53
2016-12-02,71.86
2016-12-05,72.03
2016-12-06,72.31
2016-12-07,74.29
2016-12-08,74.91
2016-12-09,74.77
2016-12-12,73.58
2016-12-13,73.84
2016-12-14,74.07
2016-12-15,74.94
2016-12-16,75.0
2016-12-19,74.55
2016-12-20,75.06
2016-12-21,75.32
2016-12-22,74.58
2016-12-23,74.97
2016-12-27,74.98
2016-12-28,74.37
2016-12-29,73.92
2016-12-30,74.08
2017-01-03,75.35
2017-01-04,76.26
2017-01-05,75.32
2017-01-06,75.47
2017-01-09,75.86
2017-01-10,76.65
2017-01-11,76.91
2017-01-12,76.88
2017-01-13,76.62
2017-01-17,76.6
2017-01-18,77.49
2017-01-19,76.69
2017-01-20,76.2
2017-01-23,75.97
2017-01-24,77.43
2017-01-25,76.89
2017-01-26,76.93
2017-01-27,76.85
2017-01-30,77.28
2017-01-31,76.38
2017-02-01,76.76
2017-02-02,76.51
2017-02-03,78.04
2017-02-06,77.82
2017-02-07,77.72
