Date,Close
2012-01-19,25.24
2012-01-20,25.2
2012-01-23,25.0
2012-01-24,24.91
2012-01-25,24.8
2012-01-26,24.95
2012-01-27,25.55
2012-01-30,25.38
2012-01-31,23.56
2012-02-01,24.38
2012-02-02,24.75
2012-02-03,25.43
2012-02-06,25.86
2012-02-07,25.92
2012-02-08,27.08
2012-02-09,26.06
2012-02-10,26.02
2012-02-13,26.43
2012-02-14,26.47
2012-02-15,26.36
2012-02-16,27.07
2012-02-17,27.22
2012-02-21,26.83
2012-02-22,26.53
2012-02-23,26.5
2012-02-24,26.62
2012-02-27,27.12
2012-02-28,26.74
2012-02-29,25.61
2012-03-01,26.18
2012-03-02,25.99
2012-03-05,25.89
2012-03-06,25.35
2012-03-07,25.77
2012-03-08,26.5
2012-03-09,26.6
2012-03-12,26.04
2012-03-13,27.09
2012-03-14,26.85
2012-03-15,27.19
2012-03-16,27.07
2012-03-19,26.74
2012-03-20,26.4
2012-03-21,26.79
2012-03-22,26.13
2012-03-23,26.8
2012-03-26,28.24
2012-03-27,28.13
2012-03-28,27.91
2012-03-29,27.25
2012-03-30,27.55
2012-04-02,28.7
2012-04-03,28.67
2012-04-04,27.68
2012-04-05,27.74
2012-04-09,27.25
2012-04-10,26.33
2012-04-11,26.75
2012-04-12,27.27
2012-04-13,26.73
2012-04-16,26.81
2012-04-17,27.85
2012-04-18,28.3
2012-04-19,28.11
2012-04-20,27.94
2012-04-23,27.44
2012-04-24,31.76
2012-04-25,31.83
2012-04-26,31.45
2012-04-27,31.96
2012-04-30,31.71
2012-05-01,32.1
2012-05-02,32.43
2012-05-03,32.31
2012-05-04,31.48
2012-05-07,31.6
2012-05-08,31.46
2012-05-09,31.44
2012-05-10,31.13
2012-05-11,30.8
2012-05-14,30.59
2012-05-15,31.25
2012-05-16,30.89
2012-05-17,30.32
2012-05-18,29.72
2012-05-21,31.21
2012-05-22,31.21
2012-05-23,31.23
2012-05-24,31.51
2012-05-25,31.85
2012-05-29,32.26
2012-05-30,31.4
2012-05-31,31.23
2012-06-01,29.57
2012-06-04,28.87
2012-06-05,30.1
2012-06-06,31.22
2012-06-07,30.32
2012-06-08,30.86
2012-06-11,30.21
2012-06-12,30.51
2012-06-13,31.1
2012-06-14,31.17
2012-06-15,31.74
2012-06-18,33.25
2012-06-19,34.73
2012-06-20,34.39
2012-06-21,32.81
2012-06-22,32.8
2012-06-25,31.93
2012-06-26,32.39
2012-06-27,32.41
2012-06-28,31.9
2012-06-29,33.46
2012-07-02,35.22
2012-07-03,35.04
2012-07-05,34.94
2012-07-06,34.2
2012-07-09,34.64
2012-07-10,33.59
2012-07-11,32.77
2012-07-12,31.58
2012-07-13,31.66
2012-07-16,30.98
2012-07-17,30.89
2012-07-18,30.86
2012-07-19,31.7
2012-07-20,34.18
2012-07-23,33.65
2012-07-24,33.16
2012-07-25,34.26
2012-07-26,35.0
2012-07-27,35.82
2012-07-30,34.34
2012-07-31,33.96
2012-08-01,33.57
2012-08-02,33.56
2012-08-03,34.3
2012-08-06,34.26
2012-08-07,35.29
2012-08-08,34.59
2012-08-09,34.72
2012-08-10,34.44
2012-08-13,34.04
2012-08-14,34.27
2012-08-15,34.25
2012-08-16,34.31
2012-08-17,34.67
2012-08-20,33.97
2012-08-21,34.07
2012-08-22,33.78
2012-08-23,32.4
2012-08-24,32.89
2012-08-27,32.82
2012-08-28,33.6
2012-08-29,33.99
2012-08-30,33.83
2012-08-31,33.95
2012-09-04,35.18
2012-09-05,35.64
2012-09-06,37.37
2012-09-07,37.92
2012-09-10,37.48
2012-09-11,38.1
2012-09-12,38.51
2012-09-13,39.17
2012-09-14,38.22
2012-09-17,37.55
2012-09-18,37.46
2012-09-19,37.03
2012-09-20,36.52
2012-09-21,37.83
2012-09-24,37.33
2012-09-25,37.23
2012-09-26,36.73
2012-09-27,37.57
2012-09-28,36.97
2012-10-01,38.0
2012-10-02,38.16
2012-10-03,38.12
2012-10-04,38.9
2012-10-05,38.14
2012-10-08,38.09
2012-10-09,37.03
2012-10-10,36.57
2012-10-11,36.9
2012-10-12,36.56
2012-10-15,36.87
2012-10-16,38.27
2012-10-17,35.41
2012-10-18,28.18
2012-10-19,27.68
2012-10-22,27.59
2012-10-23,26.92
2012-10-24,26.88
2012-10-25,26.49
2012-10-26,26.09
2012-10-31,26.57
2012-11-01,26.42
2012-11-02,25.98
2012-11-05,26.21
2012-11-06,26.03
2012-11-07,25.69
2012-11-08,26.23
2012-11-09,25.88
2012-11-12,26.51
2012-11-13,26.42
2012-11-14,25.65
2012-11-15,25.39
2012-11-16,26.12
2012-11-19,26.71
2012-11-20,26.72
2012-11-21,26.87
2012-11-23,27.41
2012-11-26,26.99
2012-11-27,26.9
2012-11-28,26.8
2012-11-29,27.47
2012-11-30,27.39
2012-12-03,27.06
2012-12-04,26.53
2012-12-05,26.14
2012-12-06,25.64
2012-12-07,25.51
2012-12-10,26.2
2012-12-11,26.79
2012-12-12,26.74
2012-12-13,26.38
2012-12-14,26.36
2012-12-17,26.53
2012-12-18,27.18
2012-12-19,27.63
2012-12-20,28.18
2012-12-21,28.4
2012-12-24,28.0
2012-12-26,27.39
2012-12-27,27.5
2012-12-28,27.07
2012-12-31,27.75
2013-01-02,28.4
2013-01-03,29.17
2013-01-04,29.31
2013-01-07,28.94
2013-01-08,28.25
2013-01-09,27.3
2013-01-10,26.89
2013-01-11,25.87
2013-01-14,26.64
2013-01-15,26.34
2013-01-16,26.0
2013-01-17,26.48
2013-01-18,26.64
2013-01-22,27.42
2013-01-23,27.09
2013-01-24,27.82
2013-01-25,28.59
2013-01-28,28.58
2013-01-29,28.77
2013-01-30,29.27
2013-01-31,31.36
2013-02-01,31.9
2013-02-04,32.12
2013-02-05,32.31
2013-02-06,32.25
2013-02-07,32.24
2013-02-08,32.73
2013-02-11,33.03
2013-02-12,33.02
2013-02-13,32.75
2013-02-14,32.56
2013-02-15,32.73
2013-02-19,32.6
2013-02-20,31.73
2013-02-21,31.41
2013-02-22,31.88
2013-02-25,31.2
2013-02-26,31.05
2013-02-27,31.47
2013-02-28,31.44
2013-03-01,31.13
2013-03-04,30.99
2013-03-05,31.8
2013-03-06,32.44
2013-03-07,32.72
2013-03-08,33.29
2013-03-11,33.53
2013-03-12,32.96
2013-03-13,32.88
2013-03-14,33.29
2013-03-15,33.04
2013-03-18,32.37
2013-03-19,32.29
2013-03-20,32.6
2013-03-21,32.03
2013-03-22,32.63
2013-03-25,32.87
2013-03-26,33.6
2013-03-27,33.32
2013-03-28,33.51
2013-04-01,32.44
2013-04-02,31.85
2013-04-03,30.95
2013-04-04,31.5
2013-04-05,31.04
2013-04-08,31.68
2013-04-09,31.88
2013-04-10,32.63
2013-04-11,32.86
2013-04-12,32.76
2013-04-15,31.2
2013-04-16,31.8
2013-04-17,30.78
2013-04-18,30.13
2013-04-19,31.5
2013-04-22,32.0
2013-04-23,31.99
2013-04-24,32.04
2013-04-25,32.25
2013-04-26,32.34
2013-04-29,32.93
2013-04-30,33.12
2013-05-01,32.65
2013-05-02,32.4
2013-05-03,32.6
2013-05-06,34.42
2013-05-07,35.63
2013-05-08,35.91
2013-05-09,35.68
2013-05-10,36.87
2013-05-13,37.07
2013-05-14,36.28
2013-05-15,36.22
2013-05-16,36.85
2013-05-17,37.59
2013-05-20,37.8
2013-05-21,38.16
2013-05-22,37.3
2013-05-23,36.98
2013-05-24,36.7
2013-05-28,36.45
2013-05-29,35.97
2013-05-30,36.18
2013-05-31,35.75
2013-06-03,36.85
2013-06-04,35.88
2013-06-05,35.38
2013-06-06,35.19
2013-06-07,35.45
2013-06-10,35.29
2013-06-11,34.77
2013-06-12,34.22
2013-06-13,34.67
2013-06-14,35.02
2013-06-17,35.87
2013-06-18,36.25
2013-06-19,36.1
2013-06-20,35.48
2013-06-21,35.84
2013-06-24,35.77
2013-06-25,35.41
2013-06-26,35.78
2013-06-27,36.69
2013-06-28,37.04
2013-07-01,37.79
2013-07-02,37.3
2013-07-03,37.78
2013-07-05,38.39
2013-07-08,38.42
2013-07-09,38.88
2013-07-10,39.19
2013-07-11,39.4
2013-07-12,39.2
2013-07-15,38.7
2013-07-16,38.19
2013-07-17,38.92
2013-07-18,39.65
2013-07-19,42.95
2013-07-22,44.0
2013-07-23,44.0
2013-07-24,43.43
2013-07-25,43.88
2013-07-26,42.75
2013-07-29,42.34
2013-07-30,42.45
2013-07-31,43.04
2013-08-01,43.99
2013-08-02,43.61
2013-08-05,44.42
2013-08-06,44.27
2013-08-07,43.83
2013-08-08,44.08
2013-08-09,43.9
2013-08-12,44.44
2013-08-13,44.77
2013-08-14,44.38
2013-08-15,43.16
2013-08-16,42.96
2013-08-19,42.86
2013-08-20,43.61
2013-08-21,43.55
2013-08-22,44.36
2013-08-23,44.51
2013-08-26,44.45
2013-08-27,43.62
2013-08-28,43.13
2013-08-29,43.79
2013-08-30,43.55
2013-09-03,44.37
2013-09-04,44.72
2013-09-05,44.83
2013-09-06,44.85
2013-09-09,46.71
2013-09-10,47.03
2013-09-11,47.51
2013-09-12,47.12
2013-09-13,46.81
2013-09-16,46.25
2013-09-17,47.96
2013-09-18,48.25
2013-09-19,47.67
2013-09-20,47.59
2013-09-23,47.45
2013-09-24,47.48
2013-09-25,47.42
2013-09-26,48.08
2013-09-27,47.78
2013-09-30,48.1
2013-10-01,49.26
2013-10-02,48.87
2013-10-03,47.87
2013-10-04,45.8
2013-10-07,45.02
2013-10-08,44.03
2013-10-09,44.02
2013-10-10,42.52
2013-10-11,43.35
2013-10-14,43.46
2013-10-15,43.01
2013-10-16,43.72
2013-10-17,45.93
2013-10-18,57.98
2013-10-21,58.25
2013-10-22,56.67
2013-10-23,57.51
2013-10-24,56.57
2013-10-25,56.0
2013-10-28,56.05
2013-10-29,57.24
2013-10-30,56.78
2013-10-31,57.06
2013-11-01,56.75
2013-11-04,58.03
2013-11-05,56.65
2013-11-06,57.09
2013-11-07,56.63
2013-11-08,58.24
2013-11-11,58.59
2013-11-12,58.5
2013-11-13,58.38
2013-11-14,54.68
2013-11-15,55.41
2013-11-18,54.0
2013-11-19,52.44
2013-11-20,52.69
2013-11-21,53.89
2013-11-22,54.15
2013-11-25,53.58
2013-11-26,53.93
2013-11-27,54.76
2013-11-29,54.64
2013-12-02,55.11
2013-12-03,55.17
2013-12-04,54.65
2013-12-05,54.53
2013-12-06,55.46
2013-12-09,55.75
2013-12-10,54.87
2013-12-11,53.68
2013-12-12,54.12
2013-12-13,54.2
2013-12-16,55.58
2013-12-17,56.0
2013-12-18,57.16
2013-12-19,56.47
2013-12-20,57.03
2013-12-23,58.04
2013-12-24,57.96
2013-12-26,57.77
2013-12-27,57.2
2013-12-30,57.05
2013-12-31,57.14
2014-01-02,56.96
2014-01-03,57.17
2014-01-06,59.9
2014-01-07,61.36
2014-01-08,60.73
2014-01-09,60.34
2014-01-10,60.71
2014-01-13,58.69
2014-01-14,60.4
2014-01-15,62.23
2014-01-16,62.12
2014-01-17,63.95
2014-01-21,62.67
2014-01-22,63.2
2014-01-23,63.4
2014-01-24,58.88
2014-01-27,55.43
2014-01-28,57.47
2014-01-29,57.74
2014-01-30,58.49
2014-01-31,59.42
2014-02-03,54.96
2014-02-04,55.23
2014-02-05,54.67
2014-02-06,54.01
2014-02-07,55.01
2014-02-10,54.99
2014-02-11,55.19
2014-02-12,54.91
2014-02-13,54.66
2014-02-14,54.58
2014-02-18,55.32
2014-02-19,53.8
2014-02-20,53.52
2014-02-21,52.98
2014-02-24,54.31
2014-02-25,53.46
2014-02-26,53.15
2014-02-27,52.93
2014-02-28,52.33
2014-03-03,52.3
2014-03-04,55.13
2014-03-05,54.07
2014-03-06,54.75
2014-03-07,55.28
2014-03-10,55.6
2014-03-11,54.28
2014-03-12,54.32
2014-03-13,52.38
2014-03-14,52.74
2014-03-17,53.45
2014-03-18,54.78
2014-03-19,54.16
2014-03-20,54.72
2014-03-21,53.92
2014-03-24,52.75
2014-03-25,52.91
2014-03-26,52.07
2014-03-27,51.43
2014-03-28,50.73
2014-03-31,51.79
2014-04-01,53.59
2014-04-02,54.24
2014-04-03,53.59
2014-04-04,54.81
2014-04-07,52.94
2014-04-08,52.35
2014-04-09,54.16
2014-04-10,50.61
2014-04-11,49.39
2014-04-14,49.15
2014-04-15,51.05
2014-04-16,51.68
2014-04-17,53.4
2014-04-21,52.25
2014-04-22,52.06
2014-04-23,52.45
2014-04-24,50.8
2014-04-25,50.0
2014-04-28,49.17
2014-04-29,50.06
2014-04-30,50.39
2014-05-01,51.0
2014-05-02,50.43
2014-05-05,50.33
2014-05-06,49.03
2014-05-07,48.19
2014-05-08,48.04
2014-05-09,49.45
2014-05-12,51.3
2014-05-13,51.01
2014-05-14,50.09
2014-05-15,49.69
2014-05-16,50.35
2014-05-19,50.79
2014-05-20,50.04
2014-05-21,52.71
2014-05-22,52.72
2014-05-23,54.13
2014-05-27,53.69
2014-05-28,53.18
2014-05-29,55.12
2014-05-30,54.61
2014-06-02,55.01
2014-06-03,53.89
2014-06-04,53.37
2014-06-05,53.56
2014-06-06,53.37
2014-06-09,53.15
2014-06-10,52.47
2014-06-11,51.6
2014-06-12,50.81
2014-06-13,50.78
2014-06-16,50.95
2014-06-17,51.06
2014-06-18,51.83
2014-06-19,52.16
2014-06-20,52.39
2014-06-23,52.51
2014-06-24,52.74
2014-06-25,54.05
2014-06-26,55.13
2014-06-27,56.32
2014-06-30,56.04
2014-07-01,57.36
2014-07-02,56.79
2014-07-03,57.14
2014-07-07,56.12
2014-07-08,55.11
2014-07-09,55.06
2014-07-10,54.46
2014-07-11,54.09
2014-07-14,54.31
2014-07-15,53.91
2014-07-16,53.92
2014-07-17,52.26
2014-07-18,52.57
2014-07-21,51.62
2014-07-22,52.62
2014-07-23,53.12
2014-07-24,53.23
2014-07-25,56.36
2014-07-28,54.72
2014-07-29,54.72
2014-07-30,55.54
2014-07-31,54.21
2014-08-01,53.42
2014-08-04,53.96
2014-08-05,54.14
2014-08-06,54.26
2014-08-07,53.54
2014-08-08,54.11
2014-08-11,54.27
2014-08-12,53.76
2014-08-13,54.75
2014-08-14,54.71
2014-08-15,54.35
2014-08-18,54.95
2014-08-19,55.14
2014-08-20,55.09
2014-08-21,54.49
2014-08-22,54.29
2014-08-25,55.22
2014-08-26,56.61
2014-08-27,55.5
2014-08-28,54.79
2014-08-29,54.46
2014-09-02,55.53
2014-09-03,55.29
2014-09-04,55.31
2014-09-05,55.31
2014-09-08,55.58
2014-09-09,54.9
2014-09-10,55.32
2014-09-11,55.55
2014-09-12,54.9
2014-09-15,53.78
2014-09-16,54.17
2014-09-17,53.9
2014-09-18,54.37
2014-09-19,54.88
2014-09-22,53.94
2014-09-23,52.93
2014-09-24,53.8
2014-09-25,52.83
2014-09-26,53.19
2014-09-29,53.12
2014-09-30,51.68
2014-10-01,50.07
2014-10-02,48.8
2014-10-03,48.49
2014-10-06,47.86
2014-10-07,47.03
2014-10-08,47.79
2014-10-09,46.63
2014-10-10,45.22
2014-10-13,44.96
2014-10-14,44.37
2014-10-15,44.56
2014-10-16,45.16
2014-10-17,45.38
2014-10-20,47.59
2014-10-21,48.8
2014-10-22,47.98
2014-10-23,49.04
2014-10-24,51.5
2014-10-27,51.32
2014-10-28,52.21
2014-10-29,52.18
2014-10-30,51.95
2014-10-31,52.62
2014-11-03,51.81
2014-11-04,52.23
2014-11-05,51.84
2014-11-06,52.63
2014-11-07,52.39
2014-11-10,52.37
2014-11-11,53.57
2014-11-12,54.86
2014-11-13,54.71
2014-11-14,54.27
2014-11-17,54.25
2014-11-18,54.76
2014-11-19,54.42
2014-11-20,55.13
2014-11-21,55.66
2014-11-24,56.98
2014-11-25,57.3
2014-11-26,57.34
2014-11-28,56.9
2014-12-01,55.85
2014-12-02,57.0
2014-12-03,56.32
2014-12-04,56.33
2014-12-05,56.79
2014-12-08,56.84
2014-12-09,57.63
2014-12-10,56.57
2014-12-11,56.46
2014-12-12,55.73
2014-12-15,55.41
2014-12-16,55.08
2014-12-17,55.45
2014-12-18,56.1
2014-12-19,56.83
2014-12-22,56.88
2014-12-23,56.84
2014-12-24,57.01
2014-12-26,56.66
2014-12-29,56.33
2014-12-30,56.36
2014-12-31,55.91
2015-01-02,56.2
2015-01-05,56.99
2015-01-06,57.45
2015-01-07,59.57
2015-01-08,61.44
2015-01-09,62.58
2015-01-12,63.17
2015-01-13,62.65
2015-01-14,61.06
2015-01-15,59.63
2015-01-16,56.92
2015-01-20,56.24
2015-01-21,55.9
2015-01-22,58.01
2015-01-23,57.46
2015-01-26,58.2
2015-01-27,58.75
2015-01-28,58.57
2015-01-29,58.67
2015-01-30,53.05
2015-02-02,55.18
2015-02-03,54.68
2015-02-04,54.3
2015-02-05,55.0
2015-02-06,54.63
2015-02-09,55.02
2015-02-10,55.74
2015-02-11,55.8
2015-02-12,57.24
2015-02-13,56.9
2015-02-17,57.63
2015-02-18,56.54
2015-02-19,56.81
2015-02-20,56.81
2015-02-23,56.54
2015-02-24,56.56
2015-02-25,56.16
2015-02-26,56.43
2015-02-27,57.35
2015-03-02,57.76
2015-03-03,56.97
2015-03-04,57.15
2015-03-05,57.89
2015-03-06,57.09
2015-03-09,56.49
2015-03-10,56.86
2015-03-11,56.93
2015-03-12,56.99
2015-03-13,55.98
2015-03-16,56.34
2015-03-17,56.19
2015-03-18,56.38
2015-03-19,58.32
2015-03-20,57.18
2015-03-23,56.33
2015-03-24,55.48
2015-03-25,54.69
2015-03-26,54.58
2015-03-27,54.04
2015-03-30,54.6
2015-03-31,53.79
2015-04-01,52.45
2015-04-02,52.75
2015-04-06,53.07
2015-04-07,52.55
2015-04-08,52.72
2015-04-09,52.72
2015-04-10,54.29
2015-04-13,53.82
2015-04-14,53.15
2015-04-15,52.86
2015-04-16,52.77
2015-04-17,53.38
2015-04-20,54.21
2015-04-21,56.15
2015-04-22,55.94
2015-04-23,56.01
2015-04-24,59.18
2015-04-27,58.59
2015-04-28,59.45
2015-04-29,60.18
2015-04-30,58.84
2015-05-01,59.18
2015-05-04,60.35
2015-05-05,59.51
2015-05-06,58.91
2015-05-07,58.87
2015-05-08,59.71
2015-05-11,59.35
2015-05-12,58.64
2015-05-13,58.75
2015-05-14,59.31
2015-05-15,59.28
2015-05-18,59.86
2015-05-19,59.24
2015-05-20,59.22
2015-05-21,59.38
2015-05-22,59.29
2015-05-26,59.27
2015-05-27,59.7
2015-05-28,61.18
2015-05-29,60.67
2015-06-01,61.74
2015-06-02,62.37
2015-06-03,63.4
2015-06-04,62.79
2015-06-05,62.91
2015-06-08,61.99
2015-06-09,61.58
2015-06-10,62.52
2015-06-11,62.96
2015-06-12,63.02
2015-06-15,63.22
2015-06-16,64.29
2015-06-17,62.29
2015-06-18,62.15
2015-06-19,63.24
2015-06-22,63.31
2015-06-23,62.98
2015-06-24,61.12
2015-06-25,61.57
2015-06-26,62.63
2015-06-29,61.65
2015-06-30,62.71
2015-07-01,63.22
2015-07-02,63.29
2015-07-06,62.5
2015-07-07,63.5
2015-07-08,62.74
2015-07-09,62.2
2015-07-10,62.94
2015-07-13,63.61
2015-07-14,64.31
2015-07-15,64.63
2015-07-16,65.37
2015-07-17,64.93
2015-07-20,66.04
2015-07-21,65.16
2015-07-22,65.23
2015-07-23,65.59
2015-07-24,60.4
2015-07-27,60.98
2015-07-28,61.2
2015-07-29,62.6
2015-07-30,62.36
2015-07-31,62.7
2015-08-03,62.61
2015-08-04,61.44
2015-08-05,62.07
2015-08-06,60.94
2015-08-07,60.73
2015-08-10,61.7
2015-08-11,61.15
2015-08-12,60.83
2015-08-13,60.2
2015-08-14,60.57
2015-08-17,60.88
2015-08-18,60.52
2015-08-19,59.73
2015-08-20,58.02
2015-08-21,56.45
2015-08-24,54.55
2015-08-25,54.23
2015-08-26,55.95
2015-08-27,56.82
2015-08-28,57.27
2015-08-31,56.6
2015-09-01,53.94
2015-09-02,55.1
2015-09-03,55.13
2015-09-04,54.28
2015-09-08,55.4
2015-09-09,54.97
2015-09-10,55.19
2015-09-11,55.55
2015-09-14,55.61
2015-09-15,56.52
2015-09-16,56.6
2015-09-17,58.45
2015-09-18,57.42
2015-09-21,57.01
2015-09-22,56.87
2015-09-23,57.21
2015-09-24,56.96
2015-09-25,56.65
2015-09-28,55.33
2015-09-29,55.91
2015-09-30,56.76
2015-10-01,55.44
2015-10-02,56.91
2015-10-05,58.47
2015-10-06,55.75
2015-10-07,56.55
2015-10-08,56.23
2015-10-09,56.39
2015-10-12,57.26
2015-10-13,56.21
2015-10-14,56.5
2015-10-15,60.65
2015-10-16,60.65
2015-10-19,61.1
2015-10-20,61.98
2015-10-21,61.59
2015-10-22,60.78
2015-10-23,67.97
2015-10-26,68.27
2015-10-27,67.09
2015-10-28,66.3
2015-10-29,65.7
2015-10-30,65.46
2015-11-02,66.37
2015-11-03,66.93
2015-11-04,66.53
2015-11-05,66.39
2015-11-06,67.17
2015-11-09,67.08
2015-11-10,66.1
2015-11-11,65.59
2015-11-12,64.0
2015-11-13,63.67
2015-11-16,65.15
2015-11-17,65.28
2015-11-18,66.33
2015-11-19,67.39
2015-11-20,67.19
2015-11-23,67.21
2015-11-24,67.25
2015-11-25,67.76
2015-11-27,67.65
2015-11-30,66.74
2015-12-01,67.09
2015-12-02,67.93
2015-12-03,65.82
2015-12-04,65.56
2015-12-07,66.47
2015-12-08,66.58
2015-12-09,64.84
2015-12-10,65.03
2015-12-11,65.09
2015-12-14,65.04
2015-12-15,65.84
2015-12-16,65.76
2015-12-17,64.77
2015-12-18,64.16
2015-12-21,64.21
2015-12-22,65.42
2015-12-23,65.12
2015-12-24,65.39
2015-12-28,66.34
2015-12-29,66.37
2015-12-30,66.1
2015-12-31,65.85
2016-01-04,64.27
2016-01-05,64.95
2016-01-06,64.87
2016-01-07,63.5
2016-01-08,64.53
2016-01-11,61.0
2016-01-12,61.77
2016-01-13,58.86
2016-01-14,59.99
2016-01-15,59.86
2016-01-19,59.77
2016-01-20,60.33
2016-01-21,60.73
2016-01-22,60.95
2016-01-25,60.39
2016-01-26,62.21
2016-01-27,61.42
2016-01-28,59.51
2016-01-29,66.14
2016-02-01,67.55
2016-02-02,67.54
2016-02-03,67.17
2016-02-04,67.38
2016-02-05,65.87
2016-02-08,58.65
2016-02-09,58.66
2016-02-10,60.13
2016-02-11,58.79
2016-02-12,58.78
2016-02-16,61.87
2016-02-17,63.1
2016-02-18,62.88
2016-02-19,63.29
2016-02-22,64.33
2016-02-23,62.94
2016-02-24,63.32
2016-02-25,64.46
2016-02-26,65.4
2016-02-29,66.03
2016-03-01,67.86
2016-03-02,68.51
2016-03-03,69.44
2016-03-04,70.39
2016-03-07,71.55
2016-03-08,70.6
2016-03-09,70.69
2016-03-10,70.42
2016-03-11,72.3
2016-03-14,72.21
2016-03-15,71.04
2016-03-16,72.64
2016-03-17,68.47
2016-03-18,68.9
2016-03-21,68.8
2016-03-22,69.82
2016-03-23,69.78
2016-03-24,70.23
2016-03-28,70.35
2016-03-29,72.47
2016-03-30,72.01
2016-03-31,72.69
2016-04-01,73.02
2016-04-04,73.34
2016-04-05,72.18
2016-04-06,73.55
2016-04-07,72.49
2016-04-08,73.06
2016-04-11,73.32
2016-04-12,73.09
2016-04-13,73.09
2016-04-14,73.13
2016-04-15,73.47
2016-04-18,73.63
2016-04-19,72.9
2016-04-20,73.55
2016-04-21,73.3
2016-04-22,73.87
2016-04-25,74.28
2016-04-26,74.7
2016-04-27,74.78
2016-04-28,73.7
2016-04-29,72.19
2016-05-02,75.1
2016-05-03,74.9
2016-05-04,74.8
2016-05-05,75.56
2016-05-06,74.7
2016-05-09,75.58
2016-05-10,76.56
2016-05-11,76.33
2016-05-12,75.72
2016-05-13,76.08
2016-05-16,76.98
2016-05-17,75.96
2016-05-18,76.03
2016-05-19,75.97
2016-05-20,77.43
2016-05-23,77.38
2016-05-24,78.78
2016-05-25,79.0
2016-05-26,78.74
2016-05-27,79.18
2016-05-31,78.83
2016-06-01,79.22
2016-06-02,79.63
2016-06-03,78.4
2016-06-06,78.7
2016-06-07,78.84
2016-06-08,79.37
2016-06-09,79.69
2016-06-10,78.83
2016-06-13,78.25
2016-06-14,78.96
2016-06-15,79.25
2016-06-16,79.35
2016-06-17,79.17
2016-06-20,79.67
2016-06-21,79.34
2016-06-22,80.42
2016-06-23,81.82
2016-06-24,79.0
2016-06-27,77.21
2016-06-28,78.62
2016-06-29,79.85
2016-06-30,80.55
2016-07-01,82.54
2016-07-05,80.87
2016-07-06,81.25
2016-07-07,81.89
2016-07-08,82.93
2016-07-11,83.37
2016-07-12,84.37
2016-07-13,83.06
2016-07-14,83.25
2016-07-15,82.42
2016-07-18,82.87
2016-07-19,82.98
2016-07-20,83.41
2016-07-21,82.72
2016-07-22,84.59
2016-07-25,84.17
2016-07-26,85.61
2016-07-27,85.15
2016-07-28,85.28
2016-07-29,89.15
2016-08-01,89.69
2016-08-02,90.38
2016-08-03,91.95
2016-08-04,91.72
2016-08-05,91.83
2016-08-08,91.8
2016-08-09,93.16
2016-08-10,93.37
2016-08-11,94.63
2016-08-12,95.65
2016-08-15,96.0
2016-08-16,94.71
2016-08-17,93.03
2016-08-18,94.71
2016-08-19,94.82
2016-08-22,94.4
2016-08-23,93.61
2016-08-24,92.41
2016-08-25,92.02
2016-08-26,92.67
2016-08-29,93.45
2016-08-30,93.19
2016-08-31,92.9
2016-09-01,93.76
2016-09-02,95.78
2016-09-06,95.26
2016-09-07,96.29
2016-09-08,95.4
2016-09-09,91.79
2016-09-12,93.12
2016-09-13,91.98
2016-09-14,92.35
2016-09-15,92.93
2016-09-16,93.84
2016-09-19,94.13
2016-09-20,93.7
2016-09-21,95.34
2016-09-22,95.67
2016-09-23,94.13
2016-09-26,93.09
2016-09-27,94.44
2016-09-28,94.6
2016-09-29,92.41
2016-09-30,93.75
2016-10-03,90.21
2016-10-04,89.46
2016-10-05,89.48
2016-10-06,89.44
2016-10-07,89.68
2016-10-10,91.08
2016-10-11,89.61
2016-10-12,90.26
2016-10-13,90.95
2016-10-14,90.88
2016-10-17,89.79
2016-10-18,90.41
2016-10-19,91.01
2016-10-20,91.53
2016-10-21,89.5
2016-10-24,89.26
2016-10-25,87.5
2016-10-26,84.52
2016-10-27,84.14
2016-10-28,85.17
2016-10-31,85.92
2016-11-01,84.56
2016-11-02,85.21
2016-11-03,86.08
2016-11-04,85.73
2016-11-07,87.86
2016-11-08,88.79
2016-11-09,90.88
2016-11-10,90.6
2016-11-11,91.54
2016-11-14,90.22
2016-11-15,93.95
2016-11-16,94.04
2016-11-17,97.24
2016-11-18,94.84
2016-11-21,96.18
2016-11-22,94.46
2016-11-23,95.55
2016-11-25,96.19
2016-11-28,95.34
2016-11-29,95.51
2016-11-30,93.05
2016-12-01,92.54
2016-12-02,92.46
2016-12-05,94.01
2016-12-06,96.24
2016-12-07,98.14
2016-12-08,99.3
2016-12-09,98.62
2016-12-12,98.53
2016-12-13,99.15
2016-12-14,98.6
2016-12-15,100.27
2016-12-16,101.14
2016-12-19,100.25
2016-12-20,99.39
2016-12-21,98.71
2016-12-22,98.21
2016-12-23,98.5
2016-12-27,98.66
2016-12-28,96.8
2016-12-29,96.96
2016-12-30,96.13
2017-01-03,96.96
2017-01-04,97.77
2017-01-05,94.82
2017-01-06,94.08
2017-01-09,94.79
2017-01-10,96.13
2017-01-11,96.0
2017-01-12,95.55
2017-01-13,96.01
2017-01-17,95.34
2017-01-18,94.42
2017-01-19,90.55
2017-01-20,91.7
2017-01-23,92.04
2017-01-24,91.65
2017-01-25,93.41
2017-01-26,92.23
2017-01-27,90.93
2017-01-30,89.98
2017-01-31,91.69
2017-02-01,97.25
2017-02-02,95.13
2017-02-03,95.82
2017-02-06,93.85
2017-02-07,93.65
